Supplier_Daily_Inventory_ID,Supplier_ID,Purchased_Material_ID,Inventory_Qty,Inventory_Date
SDII002455,SID0006,MID0020,737,2025/09/16
SDII002456,SID0006,MID0020,696,2025/09/17
SDII002457,SID0006,MID0020,430,2025/09/18
SDII002458,SID0006,MID0020,430,2025/09/19
SDII002459,SID0006,MID0020,1370,2025/09/20
SDII002460,SID0006,MID0020,1370,2025/09/21
SDII002461,SID0006,MID0020,1370,2025/09/22
SDII002462,SID0006,MID0020,1370,2025/09/23
SDII002463,SID0006,MID0020,1306,2025/09/24
SDII002464,SID0006,MID0020,1253,2025/09/25
SDII002465,SID0006,MID0020,1153,2025/09/26
SDII002466,SID0006,MID0020,1084,2025/09/27
SDII002467,SID0006,MID0020,1084,2025/09/28
SDII002468,SID0006,MID0020,1084,2025/09/29
SDII002469,SID0006,MID0020,997,2025/09/30
SDII002470,SID0006,MID0020,864,2025/10/01
SDII002471,SID0006,MID0020,812,2025/10/02
SDII002472,SID0006,MID0020,808,2025/10/03
SDII002473,SID0006,MID0020,801,2025/10/04
SDII002474,SID0006,MID0020,801,2025/10/05
SDII002475,SID0006,MID0020,801,2025/10/06
SDII002476,SID0006,MID0020,801,2025/10/07
SDII002477,SID0006,MID0020,801,2025/10/08
SDII002478,SID0006,MID0020,686,2025/10/09
SDII002479,SID0006,MID0020,1212,2025/10/10
SDII002480,SID0006,MID0020,1158,2025/10/11
SDII002481,SID0006,MID0020,1158,2025/10/12
SDII002482,SID0006,MID0020,1158,2025/10/13
SDII002483,SID0006,MID0020,1014,2025/10/14
SDII002484,SID0006,MID0020,913,2025/10/15
SDII002485,SID0006,MID0020,901,2025/10/16
SDII002486,SID0006,MID0020,901,2025/10/17
SDII002487,SID0006,MID0020,901,2025/10/18
SDII002488,SID0006,MID0020,901,2025/10/19
SDII002489,SID0006,MID0020,901,2025/10/20
SDII002490,SID0006,MID0020,890,2025/10/21
SDII002491,SID0006,MID0020,816,2025/10/22
SDII002492,SID0006,MID0020,723,2025/10/23
SDII002493,SID0006,MID0020,634,2025/10/24
SDII002494,SID0006,MID0020,634,2025/10/25
SDII002495,SID0006,MID0020,634,2025/10/26
SDII002496,SID0006,MID0020,634,2025/10/27
SDII002497,SID0006,MID0020,634,2025/10/28
SDII002498,SID0006,MID0020,634,2025/10/29
SDII002499,SID0006,MID0020,572,2025/10/30
SDII002500,SID0006,MID0020,499,2025/10/31
SDII002501,SID0006,MID0020,1014,2025/11/01
SDII002502,SID0006,MID0020,1014,2025/11/02
SDII002503,SID0006,MID0020,1014,2025/11/03
SDII002504,SID0006,MID0020,990,2025/11/04
SDII002505,SID0006,MID0020,928,2025/11/05
SDII002506,SID0006,MID0020,844,2025/11/06
SDII002507,SID0006,MID0020,808,2025/11/07
SDII002508,SID0006,MID0020,738,2025/11/08
SDII002509,SID0006,MID0020,738,2025/11/09
SDII002510,SID0006,MID0020,738,2025/11/10
SDII002511,SID0006,MID0020,738,2025/11/11
SDII002512,SID0006,MID0020,738,2025/11/12
SDII002513,SID0006,MID0020,1207,2025/11/13
SDII002514,SID0006,MID0020,1146,2025/11/14
SDII002515,SID0006,MID0020,1095,2025/11/15
SDII002516,SID0006,MID0020,1095,2025/11/16
SDII002517,SID0006,MID0020,1095,2025/11/17
SDII002518,SID0006,MID0020,943,2025/11/18
SDII002519,SID0006,MID0020,921,2025/11/19
SDII002520,SID0006,MID0020,833,2025/11/20
SDII002521,SID0006,MID0020,833,2025/11/21
SDII002522,SID0006,MID0020,833,2025/11/22
SDII002523,SID0006,MID0020,833,2025/11/23
SDII002524,SID0006,MID0020,833,2025/11/24
SDII002525,SID0006,MID0020,833,2025/11/25
SDII002526,SID0006,MID0020,1383,2025/11/26
SDII002527,SID0006,MID0020,1313,2025/11/27
SDII002528,SID0006,MID0020,1253,2025/11/28
SDII002529,SID0006,MID0020,1193,2025/11/29
SDII002530,SID0006,MID0020,1193,2025/11/30
SDII002531,SID0006,MID0020,1193,2025/12/01
SDII002532,SID0006,MID0020,1193,2025/12/02
SDII002533,SID0006,MID0020,1149,2025/12/03
SDII002534,SID0006,MID0020,1074,2025/12/04
SDII002535,SID0006,MID0020,997,2025/12/05
SDII002536,SID0006,MID0020,939,2025/12/06
SDII002537,SID0006,MID0020,939,2025/12/07
SDII002538,SID0006,MID0020,939,2025/12/08
SDII002539,SID0006,MID0020,862,2025/12/09
SDII002540,SID0006,MID0020,791,2025/12/10
SDII002541,SID0006,MID0020,771,2025/12/11
SDII002542,SID0006,MID0020,703,2025/12/12
SDII002543,SID0006,MID0020,703,2025/12/13
SDII002544,SID0006,MID0020,703,2025/12/14
SDII002545,SID0006,MID0020,1330,2025/12/15
SDII002546,SID0006,MID0020,1330,2025/12/16
SDII002547,SID0006,MID0020,1330,2025/12/17
SDII002548,SID0006,MID0020,1257,2025/12/18
SDII002549,SID0006,MID0020,1179,2025/12/19
SDII002550,SID0006,MID0020,1082,2025/12/20
SDII002551,SID0006,MID0020,1082,2025/12/21
SDII002552,SID0006,MID0020,1082,2025/12/22
SDII002553,SID0006,MID0020,989,2025/12/23
SDII002554,SID0006,MID0020,973,2025/12/24
SDII002555,SID0006,MID0020,944,2025/12/25
SDII002556,SID0006,MID0020,864,2025/12/26
SDII002557,SID0006,MID0020,864,2025/12/27
SDII002558,SID0006,MID0020,864,2025/12/28
SDII002559,SID0006,MID0020,864,2025/12/29
SDII002560,SID0006,MID0020,860,2025/12/30
SDII002561,SID0006,MID0020,800,2025/12/31
SDII002562,SID0006,MID0020,728,2026/01/01
SDII002563,SID0007,MID0017,742,2025/01/01
SDII002564,SID0007,MID0017,716,2025/01/02
SDII002565,SID0007,MID0017,496,2025/01/03
SDII002566,SID0007,MID0017,470,2025/01/04
SDII002567,SID0007,MID0017,470,2025/01/05
SDII002568,SID0007,MID0017,470,2025/01/06
SDII002569,SID0007,MID0017,470,2025/01/07
SDII002570,SID0007,MID0017,470,2025/01/08
SDII002571,SID0007,MID0017,470,2025/01/09
SDII002572,SID0007,MID0017,462,2025/01/10
SDII002573,SID0007,MID0017,0,2025/01/11
SDII002574,SID0007,MID0017,1794,2025/01/12
SDII002575,SID0007,MID0017,1794,2025/01/13
SDII002576,SID0007,MID0017,1794,2025/01/14
SDII002577,SID0007,MID0017,1661,2025/01/15
SDII002578,SID0007,MID0017,1439,2025/01/16
SDII002579,SID0007,MID0017,1430,2025/01/17
SDII002580,SID0007,MID0017,1254,2025/01/18
SDII002581,SID0007,MID0017,2151,2025/01/19
SDII002582,SID0007,MID0017,2151,2025/01/20
SDII002583,SID0007,MID0017,2151,2025/01/21
SDII002584,SID0007,MID0017,2005,2025/01/22
SDII002585,SID0007,MID0017,1746,2025/01/23
SDII002586,SID0007,MID0017,1695,2025/01/24
SDII002587,SID0007,MID0017,1642,2025/01/25
SDII002588,SID0007,MID0017,1642,2025/01/26
SDII002589,SID0007,MID0017,2539,2025/01/27
SDII002590,SID0007,MID0017,2392,2025/01/28
SDII002591,SID0007,MID0017,2304,2025/01/29
SDII002592,SID0007,MID0017,2207,2025/01/30
SDII002593,SID0007,MID0017,2126,2025/01/31
SDII002594,SID0007,MID0017,1991,2025/02/01
SDII002595,SID0007,MID0017,1991,2025/02/02
SDII002596,SID0007,MID0017,1991,2025/02/03
SDII002597,SID0007,MID0017,1931,2025/02/04
SDII002598,SID0007,MID0017,1762,2025/02/05
SDII002599,SID0007,MID0017,1729,2025/02/06
SDII002600,SID0007,MID0017,1663,2025/02/07
SDII002601,SID0007,MID0017,1522,2025/02/08
SDII002602,SID0007,MID0017,1522,2025/02/09
SDII002603,SID0007,MID0017,1522,2025/02/10
SDII002604,SID0007,MID0017,1522,2025/02/11
SDII002605,SID0007,MID0017,2175,2025/02/12
SDII002606,SID0007,MID0017,1867,2025/02/13
SDII002607,SID0007,MID0017,1867,2025/02/14
SDII002608,SID0007,MID0017,1867,2025/02/15
SDII002609,SID0007,MID0017,1867,2025/02/16
SDII002610,SID0007,MID0017,1867,2025/02/17
SDII002611,SID0007,MID0017,1867,2025/02/18
SDII002612,SID0007,MID0017,1843,2025/02/19
SDII002613,SID0007,MID0017,1546,2025/02/20
SDII002614,SID0007,MID0017,1369,2025/02/21
SDII002615,SID0007,MID0017,1354,2025/02/22
SDII002616,SID0007,MID0017,1354,2025/02/23
SDII002617,SID0007,MID0017,1354,2025/02/24
SDII002618,SID0007,MID0017,1354,2025/02/25
SDII002619,SID0007,MID0017,889,2025/02/26
SDII002620,SID0007,MID0017,773,2025/02/27
SDII002621,SID0007,MID0017,773,2025/02/28
SDII002622,SID0007,MID0017,773,2025/03/01
SDII002623,SID0007,MID0017,2119,2025/03/02
SDII002624,SID0007,MID0017,2119,2025/03/03
SDII002625,SID0007,MID0017,2119,2025/03/04
SDII002626,SID0007,MID0017,2014,2025/03/05
SDII002627,SID0007,MID0017,1800,2025/03/06
SDII002628,SID0007,MID0017,1609,2025/03/07
SDII002629,SID0007,MID0017,1609,2025/03/08
SDII002630,SID0007,MID0017,1609,2025/03/09
SDII002631,SID0007,MID0017,1609,2025/03/10
SDII002632,SID0007,MID0017,1609,2025/03/11
SDII002633,SID0007,MID0017,1386,2025/03/12
SDII002634,SID0007,MID0017,1263,2025/03/13
SDII002635,SID0007,MID0017,1238,2025/03/14
SDII002636,SID0007,MID0017,2015,2025/03/15
SDII002637,SID0007,MID0017,2015,2025/03/16
SDII002638,SID0007,MID0017,2015,2025/03/17
SDII002639,SID0007,MID0017,1875,2025/03/18
SDII002640,SID0007,MID0017,1676,2025/03/19
SDII002641,SID0007,MID0017,1640,2025/03/20
SDII002642,SID0007,MID0017,1463,2025/03/21
SDII002643,SID0007,MID0017,1461,2025/03/22
SDII002644,SID0007,MID0017,1461,2025/03/23
SDII002645,SID0007,MID0017,1461,2025/03/24
SDII002646,SID0007,MID0017,1461,2025/03/25
SDII002647,SID0007,MID0017,1236,2025/03/26
SDII002648,SID0007,MID0017,934,2025/03/27
SDII002649,SID0007,MID0017,934,2025/03/28
SDII002650,SID0007,MID0017,934,2025/03/29
SDII002651,SID0007,MID0017,1831,2025/03/30
SDII002652,SID0007,MID0017,1831,2025/03/31
SDII002653,SID0007,MID0017,1831,2025/04/01
SDII002654,SID0007,MID0017,1722,2025/04/02
SDII002655,SID0007,MID0017,1306,2025/04/03
SDII002656,SID0007,MID0017,1306,2025/04/04
SDII002657,SID0007,MID0017,1306,2025/04/05
SDII002658,SID0007,MID0017,1306,2025/04/06
SDII002659,SID0007,MID0017,1306,2025/04/07
SDII002660,SID0007,MID0017,1135,2025/04/08
SDII002661,SID0007,MID0017,880,2025/04/09
SDII002662,SID0007,MID0017,880,2025/04/10
SDII002663,SID0007,MID0017,1777,2025/04/11
SDII002664,SID0007,MID0017,1777,2025/04/12
SDII002665,SID0007,MID0017,1777,2025/04/13
SDII002666,SID0007,MID0017,1777,2025/04/14
SDII002667,SID0007,MID0017,1777,2025/04/15
SDII002668,SID0007,MID0017,1777,2025/04/16
SDII002669,SID0007,MID0017,1672,2025/04/17
SDII002670,SID0007,MID0017,1443,2025/04/18
SDII002671,SID0007,MID0017,1292,2025/04/19
SDII002672,SID0007,MID0017,1292,2025/04/20
SDII002673,SID0007,MID0017,1292,2025/04/21
SDII002674,SID0007,MID0017,1116,2025/04/22
SDII002675,SID0007,MID0017,1057,2025/04/23
SDII002676,SID0007,MID0017,960,2025/04/24
SDII002677,SID0007,MID0017,844,2025/04/25
SDII002678,SID0007,MID0017,844,2025/04/26
SDII002679,SID0007,MID0017,844,2025/04/27
SDII002680,SID0007,MID0017,1741,2025/04/28
SDII002681,SID0007,MID0017,1637,2025/04/29
SDII002682,SID0007,MID0017,1457,2025/04/30
SDII002683,SID0007,MID0017,1309,2025/05/01
SDII002684,SID0007,MID0017,1309,2025/05/02
SDII002685,SID0007,MID0017,1309,2025/05/03
SDII002686,SID0007,MID0017,1309,2025/05/04
SDII002687,SID0007,MID0017,1758,2025/05/05
SDII002688,SID0007,MID0017,1615,2025/05/06
SDII002689,SID0007,MID0017,1518,2025/05/07
SDII002690,SID0007,MID0017,1402,2025/05/08
SDII002691,SID0007,MID0017,1304,2025/05/09
SDII002692,SID0007,MID0017,1304,2025/05/10
SDII002693,SID0007,MID0017,1304,2025/05/11
SDII002694,SID0007,MID0017,1304,2025/05/12
SDII002695,SID0007,MID0017,1193,2025/05/13
SDII002696,SID0007,MID0017,1124,2025/05/14
SDII002697,SID0007,MID0017,1017,2025/05/15
SDII002698,SID0007,MID0017,914,2025/05/16
SDII002699,SID0007,MID0017,914,2025/05/17
SDII002700,SID0007,MID0017,914,2025/05/18
SDII002701,SID0007,MID0017,914,2025/05/19
SDII002702,SID0007,MID0017,880,2025/05/20
SDII002703,SID0007,MID0017,1667,2025/05/21
SDII002704,SID0007,MID0017,1652,2025/05/22
SDII002705,SID0007,MID0017,1525,2025/05/23
SDII002706,SID0007,MID0017,1417,2025/05/24
SDII002707,SID0007,MID0017,1417,2025/05/25
SDII002708,SID0007,MID0017,1417,2025/05/26
SDII002709,SID0007,MID0017,1210,2025/05/27
SDII002710,SID0007,MID0017,1183,2025/05/28
SDII002711,SID0007,MID0017,1080,2025/05/29
SDII002712,SID0007,MID0017,1015,2025/05/30
SDII002713,SID0007,MID0017,974,2025/05/31
SDII002714,SID0007,MID0017,974,2025/06/01
SDII002715,SID0007,MID0017,974,2025/06/02
SDII002716,SID0007,MID0017,1802,2025/06/03
SDII002717,SID0007,MID0017,1788,2025/06/04
SDII002718,SID0007,MID0017,1674,2025/06/05
SDII002719,SID0007,MID0017,1533,2025/06/06
SDII002720,SID0007,MID0017,1406,2025/06/07
SDII002721,SID0007,MID0017,1406,2025/06/08
SDII002722,SID0007,MID0017,1406,2025/06/09
SDII002723,SID0007,MID0017,1331,2025/06/10
SDII002724,SID0007,MID0017,1158,2025/06/11
SDII002725,SID0007,MID0017,981,2025/06/12
SDII002726,SID0007,MID0017,981,2025/06/13
SDII002727,SID0007,MID0017,981,2025/06/14
SDII002728,SID0007,MID0017,981,2025/06/15
SDII002729,SID0007,MID0017,1878,2025/06/16
SDII002730,SID0007,MID0017,1878,2025/06/17
SDII002731,SID0007,MID0017,1878,2025/06/18
SDII002732,SID0007,MID0017,1878,2025/06/19
SDII002733,SID0007,MID0017,1842,2025/06/20
SDII002734,SID0007,MID0017,1515,2025/06/21
SDII002735,SID0007,MID0017,1515,2025/06/22
SDII002736,SID0007,MID0017,1515,2025/06/23
SDII002737,SID0007,MID0017,1381,2025/06/24
SDII002738,SID0007,MID0017,1375,2025/06/25
SDII002739,SID0007,MID0017,1141,2025/06/26
SDII002740,SID0007,MID0017,1141,2025/06/27
SDII002741,SID0007,MID0017,1141,2025/06/28
SDII002742,SID0007,MID0017,1141,2025/06/29
SDII002743,SID0007,MID0017,1141,2025/06/30
SDII002744,SID0007,MID0017,1060,2025/07/01
SDII002745,SID0007,MID0017,1040,2025/07/02
SDII002746,SID0007,MID0017,1296,2025/07/03
SDII002747,SID0007,MID0017,1212,2025/07/04
SDII002748,SID0007,MID0017,1212,2025/07/05
SDII002749,SID0007,MID0017,1212,2025/07/06
SDII002750,SID0007,MID0017,1212,2025/07/07
SDII002751,SID0007,MID0017,1212,2025/07/08
SDII002752,SID0007,MID0017,1196,2025/07/09
SDII002753,SID0007,MID0017,957,2025/07/10
SDII002754,SID0007,MID0017,877,2025/07/11
SDII002755,SID0007,MID0017,877,2025/07/12
SDII002756,SID0007,MID0017,877,2025/07/13
SDII002757,SID0007,MID0017,877,2025/07/14
SDII002758,SID0007,MID0017,877,2025/07/15
SDII002759,SID0007,MID0017,1598,2025/07/16
SDII002760,SID0007,MID0017,1463,2025/07/17
SDII002761,SID0007,MID0017,1434,2025/07/18
SDII002762,SID0007,MID0017,1434,2025/07/19
SDII002763,SID0007,MID0017,1434,2025/07/20
SDII002764,SID0007,MID0017,1434,2025/07/21
SDII002765,SID0007,MID0017,1434,2025/07/22
SDII002766,SID0007,MID0017,1434,2025/07/23
SDII002767,SID0007,MID0017,1187,2025/07/24
SDII002768,SID0007,MID0017,1087,2025/07/25
SDII002769,SID0007,MID0017,1087,2025/07/26
SDII002770,SID0007,MID0017,1087,2025/07/27
SDII002771,SID0007,MID0017,1087,2025/07/28
SDII002772,SID0007,MID0017,1006,2025/07/29
SDII002773,SID0007,MID0017,984,2025/07/30
SDII002774,SID0007,MID0017,905,2025/07/31
SDII002775,SID0007,MID0017,1250,2025/08/01
SDII002776,SID0007,MID0017,1122,2025/08/02
SDII002777,SID0007,MID0017,1122,2025/08/03
SDII002778,SID0007,MID0017,1122,2025/08/04
SDII002779,SID0007,MID0017,1122,2025/08/05
SDII002780,SID0007,MID0017,1028,2025/08/06
SDII002781,SID0007,MID0017,959,2025/08/07
SDII002782,SID0007,MID0017,756,2025/08/08
SDII002783,SID0007,MID0017,756,2025/08/09
SDII002784,SID0007,MID0017,756,2025/08/10
SDII002785,SID0007,MID0017,1205,2025/08/11
SDII002786,SID0007,MID0017,1101,2025/08/12
SDII002787,SID0007,MID0017,1042,2025/08/13
SDII002788,SID0007,MID0017,953,2025/08/14
SDII002789,SID0007,MID0017,919,2025/08/15
SDII002790,SID0007,MID0017,881,2025/08/16
SDII002791,SID0007,MID0017,881,2025/08/17
SDII002792,SID0007,MID0017,881,2025/08/18
SDII002793,SID0007,MID0017,881,2025/08/19
SDII002794,SID0007,MID0017,881,2025/08/20
SDII002795,SID0007,MID0017,881,2025/08/21
SDII002796,SID0007,MID0017,1134,2025/08/22
SDII002797,SID0007,MID0017,992,2025/08/23
SDII002798,SID0007,MID0017,992,2025/08/24
SDII002799,SID0007,MID0017,992,2025/08/25
SDII002800,SID0007,MID0017,932,2025/08/26
SDII002801,SID0007,MID0017,616,2025/08/27
SDII002802,SID0007,MID0017,616,2025/08/28
SDII002803,SID0007,MID0017,1513,2025/08/29
SDII002804,SID0007,MID0017,1513,2025/08/30
SDII002805,SID0007,MID0017,1513,2025/08/31
SDII002806,SID0007,MID0017,1513,2025/09/01
SDII002807,SID0007,MID0017,1336,2025/09/02
SDII002808,SID0007,MID0017,1270,2025/09/03
SDII002809,SID0007,MID0017,1138,2025/09/04
SDII002810,SID0007,MID0017,1138,2025/09/05
SDII002811,SID0007,MID0017,1138,2025/09/06
SDII002812,SID0007,MID0017,1138,2025/09/07
SDII002813,SID0007,MID0017,1138,2025/09/08
SDII002814,SID0007,MID0017,1587,2025/09/09
SDII002815,SID0007,MID0017,1574,2025/09/10
SDII002816,SID0007,MID0017,1374,2025/09/11
SDII002817,SID0007,MID0017,1216,2025/09/12
SDII002818,SID0007,MID0017,1216,2025/09/13
SDII002819,SID0007,MID0017,1216,2025/09/14
SDII002820,SID0007,MID0017,1216,2025/09/15
SDII002821,SID0007,MID0017,1216,2025/09/16
SDII002822,SID0007,MID0017,1161,2025/09/17
SDII002823,SID0007,MID0017,1496,2025/09/18
SDII002824,SID0007,MID0017,1489,2025/09/19
SDII002825,SID0007,MID0017,1318,2025/09/20
SDII002826,SID0007,MID0017,1318,2025/09/21
SDII002827,SID0007,MID0017,1318,2025/09/22
SDII002828,SID0007,MID0017,1266,2025/09/23
SDII002829,SID0007,MID0017,1143,2025/09/24
SDII002830,SID0007,MID0017,1042,2025/09/25
SDII002831,SID0007,MID0017,922,2025/09/26
SDII002832,SID0007,MID0017,922,2025/09/27
SDII002833,SID0007,MID0017,922,2025/09/28
SDII002834,SID0007,MID0017,1320,2025/09/29
SDII002835,SID0007,MID0017,1202,2025/09/30
SDII002836,SID0007,MID0017,1177,2025/10/01
SDII002837,SID0007,MID0017,1071,2025/10/02
SDII002838,SID0007,MID0017,953,2025/10/03
SDII002839,SID0007,MID0017,953,2025/10/04
SDII002840,SID0007,MID0017,953,2025/10/05
SDII002841,SID0007,MID0017,953,2025/10/06
SDII002842,SID0007,MID0017,799,2025/10/07
SDII002843,SID0007,MID0017,617,2025/10/08
SDII002844,SID0007,MID0017,552,2025/10/09
SDII002845,SID0007,MID0017,1001,2025/10/10
SDII002846,SID0007,MID0017,1001,2025/10/11
SDII002847,SID0007,MID0017,1001,2025/10/12
SDII002848,SID0007,MID0017,1898,2025/10/13
SDII002849,SID0007,MID0017,1774,2025/10/14
SDII002850,SID0007,MID0017,1731,2025/10/15
SDII002851,SID0007,MID0017,1597,2025/10/16
SDII002852,SID0007,MID0017,1456,2025/10/17
SDII002853,SID0007,MID0017,1456,2025/10/18
SDII002854,SID0007,MID0017,1456,2025/10/19
SDII002855,SID0007,MID0017,1456,2025/10/20
SDII002856,SID0007,MID0017,1362,2025/10/21
SDII002857,SID0007,MID0017,1276,2025/10/22
SDII002858,SID0007,MID0017,1267,2025/10/23
SDII002859,SID0007,MID0017,1156,2025/10/24
SDII002860,SID0007,MID0017,1027,2025/10/25
SDII002861,SID0007,MID0017,1924,2025/10/26
SDII002862,SID0007,MID0017,1924,2025/10/27
SDII002863,SID0007,MID0017,1924,2025/10/28
SDII002864,SID0007,MID0017,1924,2025/10/29
SDII002865,SID0007,MID0017,1924,2025/10/30
SDII002866,SID0007,MID0017,1778,2025/10/31
SDII002867,SID0007,MID0017,1569,2025/11/01
SDII002868,SID0007,MID0017,1569,2025/11/02
SDII002869,SID0007,MID0017,1569,2025/11/03
SDII002870,SID0007,MID0017,1569,2025/11/04
SDII002871,SID0007,MID0017,1569,2025/11/05
SDII002872,SID0007,MID0017,1358,2025/11/06
SDII002873,SID0007,MID0017,1234,2025/11/07
SDII002874,SID0007,MID0017,1089,2025/11/08
SDII002875,SID0007,MID0017,1986,2025/11/09
SDII002876,SID0007,MID0017,1986,2025/11/10
SDII002877,SID0007,MID0017,1843,2025/11/11
SDII002878,SID0007,MID0017,1776,2025/11/12
SDII002879,SID0007,MID0017,1716,2025/11/13
SDII002880,SID0007,MID0017,1609,2025/11/14
SDII002881,SID0007,MID0017,1500,2025/11/15
SDII002882,SID0007,MID0017,1500,2025/11/16
SDII002883,SID0007,MID0017,1500,2025/11/17
SDII002884,SID0007,MID0017,1500,2025/11/18
SDII002885,SID0007,MID0017,1469,2025/11/19
SDII002886,SID0007,MID0017,1306,2025/11/20
SDII002887,SID0007,MID0017,1161,2025/11/21
SDII002888,SID0007,MID0017,1070,2025/11/22
SDII002889,SID0007,MID0017,1070,2025/11/23
SDII002890,SID0007,MID0017,1967,2025/11/24
SDII002891,SID0007,MID0017,1967,2025/11/25
SDII002892,SID0007,MID0017,1781,2025/11/26
SDII002893,SID0007,MID0017,1681,2025/11/27
SDII002894,SID0007,MID0017,1644,2025/11/28
SDII002895,SID0007,MID0017,1474,2025/11/29
SDII002896,SID0007,MID0017,1474,2025/11/30
SDII002897,SID0007,MID0017,1474,2025/12/01
SDII002898,SID0007,MID0017,1328,2025/12/02
SDII002899,SID0007,MID0017,1149,2025/12/03
SDII002900,SID0007,MID0017,1078,2025/12/04
SDII002901,SID0007,MID0017,961,2025/12/05
SDII002902,SID0007,MID0017,1801,2025/12/06
SDII002903,SID0007,MID0017,1801,2025/12/07
SDII002904,SID0007,MID0017,1801,2025/12/08
SDII002905,SID0007,MID0017,1619,2025/12/09
SDII002906,SID0007,MID0017,1537,2025/12/10
SDII002907,SID0007,MID0017,1424,2025/12/11
SDII002908,SID0007,MID0017,1269,2025/12/12
SDII002909,SID0007,MID0017,1261,2025/12/13
SDII002910,SID0007,MID0017,1261,2025/12/14
SDII002911,SID0007,MID0017,1261,2025/12/15
SDII002912,SID0007,MID0017,2021,2025/12/16
SDII002913,SID0007,MID0017,1867,2025/12/17
SDII002914,SID0007,MID0017,1863,2025/12/18
SDII002915,SID0007,MID0017,1777,2025/12/19
SDII002916,SID0007,MID0017,1728,2025/12/20
SDII002917,SID0007,MID0017,1728,2025/12/21
SDII002918,SID0007,MID0017,1728,2025/12/22
SDII002919,SID0007,MID0017,1728,2025/12/23
SDII002920,SID0007,MID0017,1544,2025/12/24
SDII002921,SID0007,MID0017,1335,2025/12/25
SDII002922,SID0007,MID0017,1218,2025/12/26
SDII002923,SID0007,MID0017,1218,2025/12/27
SDII002924,SID0007,MID0017,1218,2025/12/28
SDII002925,SID0007,MID0017,1218,2025/12/29
SDII002926,SID0007,MID0017,1016,2025/12/30
SDII002927,SID0007,MID0017,1840,2025/12/31
SDII002928,SID0007,MID0017,1818,2026/01/01
SDII002929,SID0007,MID0020,611,2025/01/01
SDII002930,SID0007,MID0020,611,2025/01/02
SDII002931,SID0007,MID0020,592,2025/01/03
SDII002932,SID0007,MID0020,429,2025/01/04
SDII002933,SID0007,MID0020,429,2025/01/05
SDII002934,SID0007,MID0020,429,2025/01/06
SDII002935,SID0007,MID0020,384,2025/01/07
SDII002936,SID0007,MID0020,255,2025/01/08
SDII002937,SID0007,MID0020,206,2025/01/09
SDII002938,SID0007,MID0020,87,2025/01/10
SDII002939,SID0007,MID0020,87,2025/01/11
SDII002940,SID0007,MID0020,87,2025/01/12
SDII002941,SID0007,MID0020,87,2025/01/13
SDII002942,SID0007,MID0020,1261,2025/01/14
SDII002943,SID0007,MID0020,1208,2025/01/15
SDII002944,SID0007,MID0020,1167,2025/01/16
SDII002945,SID0007,MID0020,1070,2025/01/17
SDII002946,SID0007,MID0020,999,2025/01/18
SDII002947,SID0007,MID0020,999,2025/01/19
SDII002948,SID0007,MID0020,999,2025/01/20
SDII002949,SID0007,MID0020,944,2025/01/21
SDII002950,SID0007,MID0020,1443,2025/01/22
SDII002951,SID0007,MID0020,1312,2025/01/23
SDII002952,SID0007,MID0020,1247,2025/01/24
SDII002953,SID0007,MID0020,1244,2025/01/25
SDII002954,SID0007,MID0020,1244,2025/01/26
SDII002955,SID0007,MID0020,1244,2025/01/27
SDII002956,SID0007,MID0020,1240,2025/01/28
SDII002957,SID0007,MID0020,1833,2025/01/29
SDII002958,SID0007,MID0020,1642,2025/01/30
SDII002959,SID0007,MID0020,1562,2025/01/31
SDII002960,SID0007,MID0020,1562,2025/02/01
SDII002961,SID0007,MID0020,1562,2025/02/02
SDII002962,SID0007,MID0020,1562,2025/02/03
SDII002963,SID0007,MID0020,1448,2025/02/04
SDII002964,SID0007,MID0020,1356,2025/02/05
SDII002965,SID0007,MID0020,1256,2025/02/06
SDII002966,SID0007,MID0020,1220,2025/02/07
SDII002967,SID0007,MID0020,1164,2025/02/08
SDII002968,SID0007,MID0020,1164,2025/02/09
SDII002969,SID0007,MID0020,1164,2025/02/10
SDII002970,SID0007,MID0020,1164,2025/02/11
SDII002971,SID0007,MID0020,1164,2025/02/12
SDII002972,SID0007,MID0020,943,2025/02/13
SDII002973,SID0007,MID0020,838,2025/02/14
SDII002974,SID0007,MID0020,838,2025/02/15
SDII002975,SID0007,MID0020,1469,2025/02/16
SDII002976,SID0007,MID0020,1469,2025/02/17
SDII002977,SID0007,MID0020,1347,2025/02/18
SDII002978,SID0007,MID0020,1139,2025/02/19
SDII002979,SID0007,MID0020,1139,2025/02/20
SDII002980,SID0007,MID0020,1139,2025/02/21
SDII002981,SID0007,MID0020,1139,2025/02/22
SDII002982,SID0007,MID0020,1139,2025/02/23
SDII002983,SID0007,MID0020,1139,2025/02/24
SDII002984,SID0007,MID0020,1139,2025/02/25
SDII002985,SID0007,MID0020,951,2025/02/26
SDII002986,SID0007,MID0020,787,2025/02/27
SDII002987,SID0007,MID0020,787,2025/02/28
SDII002988,SID0007,MID0020,1418,2025/03/01
SDII002989,SID0007,MID0020,1418,2025/03/02
SDII002990,SID0007,MID0020,1418,2025/03/03
SDII002991,SID0007,MID0020,1418,2025/03/04
SDII002992,SID0007,MID0020,1418,2025/03/05
SDII002993,SID0007,MID0020,1260,2025/03/06
SDII002994,SID0007,MID0020,1734,2025/03/07
SDII002995,SID0007,MID0020,1675,2025/03/08
SDII002996,SID0007,MID0020,1675,2025/03/09
