Order_ID,Purchasing_Supplier_ID,Purchased_Material_ID,Supplying_Supplier_ID,Theoretical_Capacity,Purchase_Quantity,Material_Unit_Price,Order_Amount,Order_Create_Date,Order_Delivery_Date,Promised_Delivery_Date,Defective_Quantity,Incoming_Total_Qty,Material_Inspection_Indicator,Actual_Settlement_Amount,Is_Qualified_Supplier,Is_Returned,Is_Delayed,Delayed_Delivery_Cost
OID0176,SID0013,MID0016,SID0012,620,180,14.37,2586.6,2025/02/26,2025/03/11,2025/03/10,10,172,50.4452,2471.64,0,1,1,5.03
OID0177,SID0013,MID0016,SID0009,1548,360,13.71,4935.6,2025/02/26,2025/03/12,2025/03/10,0,364,40.4461,4990.44,1,0,1,9.6
OID0178,SID0021,MID0005,SID0004,1040,54,210.19,11350.26,2025/02/26,2025/03/12,2025/03/12,0,55,216.7082,11560.45,0,0,0,0
OID0179,SID0002,MID0001,SID0001,1087,220,4.87,1071.4,2025/02/26,2025/03/13,2025/03/10,0,223,422.5226,1086.01,1,0,1,5.11
OID0180,SID0008,MID0023,SID0018,587,54,1282.01,69228.54,2025/02/26,2025/03/14,2025/03/12,0,55,19.91,70510.55,1,0,1,897.41
OID0181,SID0021,MID0001,SID0001,920,490,5.14,2518.6,2025/02/26,2025/03/16,2025/03/17,0,495,420.4632,2544.3,1,0,0,0
OID0182,SID0011,MID0025,SID0010,1345,90,2.92,262.8,2025/02/27,2025/03/06,2025/03/05,0,91,416.6222,265.72,0,0,1,1.02
OID0183,SID0019,MID0015,SID0007,878,60,138.46,8307.6,2025/02/27,2025/03/06,2025/03/05,0,61,439.0005,8446.06,1,0,1,48.46
OID0184,SID0015,MID0007,SID0003,2355,2268,14.38,32613.84,2025/02/27,2025/03/22,2025/03/19,0,2291,294.5458,32944.58,1,0,1,15.1
OID0185,SID0015,MID0020,SID0014,2086,1860,5.86,10899.6,2025/02/27,2025/03/22,2025/03/18,0,1879,368.7872,11010.94,1,0,1,8.2
OID0186,SID0013,MID0017,SID0009,1328,40,6.85,274.0,2025/02/28,2025/03/15,2025/03/13,0,41,204.9743,280.85,1,0,1,4.8
OID0187,SID0011,MID0001,SID0001,905,108,4.86,524.88,2025/03/04,2025/03/11,2025/03/10,0,110,431.2647,534.6,1,0,1,1.7
OID0188,SID0021,MID0004,SID0010,1314,175,1.95,341.25,2025/03/04,2025/03/11,2025/03/10,0,177,450.1506,345.15,1,0,1,0.68
OID0189,SID0011,MID0008,SID0012,1004,912,16.45,15002.4,2025/03/04,2025/03/16,2025/03/17,0,922,448.7313,15166.9,1,0,0,0
OID0190,SID0004,MID0020,SID0014,867,160,6.13,980.8,2025/03/05,2025/03/12,2025/03/11,0,162,365.7991,993.06,1,0,1,2.15
OID0191,SID0006,MID0010,SID0005,1394,170,16.36,2781.2,2025/03/05,2025/03/13,2025/03/10,0,172,260.5593,2813.92,1,0,1,17.18
OID0192,SID0007,MID0017,SID0012,980,888,6.85,6082.8,2025/03/05,2025/03/14,2025/03/11,33,864,202.6075,5918.4,1,1,1,7.19
OID0193,SID0011,MID0007,SID0014,748,176,13.6,2393.6,2025/03/05,2025/03/15,2025/03/13,0,178,119.5303,2420.8,1,0,1,9.52
OID0194,SID0018,MID0007,SID0010,1357,150,14.32,2148.0,2025/03/05,2025/03/16,2025/03/17,0,152,318.6581,2176.64,1,0,0,0
OID0195,SID0018,MID0007,SID0003,846,75,14.31,1073.25,2025/03/05,2025/03/20,2025/03/17,0,76,423.0705,1087.56,1,0,1,15.03
OID0196,SID0006,MID0020,SID0014,675,620,6.17,3825.4,2025/03/05,2025/03/21,2025/03/17,0,627,385.7214,3868.59,1,0,1,8.64
OID0197,SID0020,MID0011,SID0011,758,80,97.15,7772.0,2025/03/05,2025/03/25,2025/03/24,0,81,279.1781,7869.15,1,0,1,34.0
OID0198,SID0013,MID0020,SID0014,755,360,6.17,2221.2,2025/03/06,2025/03/11,2025/03/11,0,364,408.4344,2245.88,1,0,0,0
OID0199,SID0019,MID0013,SID0018,470,210,71.4,14994.0,2025/03/06,2025/03/18,2025/03/14,0,213,442.6171,15208.2,0,0,1,99.96
OID0200,SID0021,MID0005,SID0004,970,54,210.0,11340.0,2025/03/06,2025/03/18,2025/03/20,0,55,207.5617,11550.0,0,0,0,0
OID0201,SID0021,MID0005,SID0015,614,108,219.59,23715.72,2025/03/06,2025/03/22,2025/03/20,0,110,187.3787,24154.9,1,0,1,153.71
OID0202,SID0019,MID0016,SID0021,559,504,14.41,7262.64,2025/03/06,2025/03/23,2025/03/24,55,455,39.2707,6556.55,1,1,0,0
OID0203,SID0018,MID0020,SID0014,1268,1200,6.17,7404.0,2025/03/06,2025/03/24,2025/03/24,0,1212,412.8877,7478.04,1,0,0,0
OID0204,SID0021,MID0018,SID0013,700,60,141.52,8491.2,2025/03/07,2025/03/19,2025/03/17,0,61,373.4364,8632.72,1,0,1,99.06
OID0205,SID0019,MID0015,SID0007,1142,60,131.93,7915.8,2025/03/10,2025/03/15,2025/03/17,0,61,468.1587,8047.73,1,0,0,0
OID0206,SID0007,MID0020,SID0014,956,936,5.84,5466.24,2025/03/10,2025/03/22,2025/03/19,0,946,350.2758,5524.64,1,0,1,6.13
OID0207,SID0002,MID0025,SID0010,1636,180,2.91,523.8,2025/03/10,2025/03/23,2025/03/21,0,182,404.5909,529.62,1,0,1,2.04
OID0208,SID0019,MID0010,SID0012,656,392,15.62,6123.04,2025/03/10,2025/03/26,2025/03/24,0,396,265.3709,6185.52,0,0,1,10.93
OID0209,SID0002,MID0020,SID0010,1426,330,5.83,1923.9,2025/03/10,2025/03/27,2025/03/24,0,334,406.2997,1947.22,1,0,1,6.12
OID0210,SID0015,MID0025,SID0010,1223,144,2.92,420.48,2025/03/10,2025/03/29,2025/03/26,0,146,454.9343,426.32,1,0,1,3.07
OID0211,SID0018,MID0004,SID0014,1344,1260,1.96,2469.6,2025/03/10,2025/03/29,2025/03/31,0,1273,406.7583,2495.08,1,0,0,0
OID0212,SID0011,MID0007,SID0014,808,352,14.37,5058.24,2025/03/11,2025/03/21,2025/03/19,0,356,193.57,5115.72,1,0,1,10.06
OID0213,SID0021,MID0004,SID0010,1377,175,1.95,341.25,2025/03/11,2025/03/21,2025/03/17,0,177,403.3579,345.15,0,0,1,2.73
OID0214,SID0008,MID0022,SID0017,766,20,897.29,17945.8,2025/03/11,2025/03/22,2025/03/24,0,21,394.1405,18843.09,1,0,0,0
OID0215,SID0008,MID0022,SID0021,260,60,946.64,56798.4,2025/03/11,2025/03/27,2025/03/24,0,61,393.9322,57745.04,1,0,1,993.97
OID0216,SID0011,MID0025,SID0010,1270,180,3.06,550.8,2025/03/12,2025/03/16,2025/03/18,0,182,421.1874,556.92,1,0,0,0
OID0217,SID0021,MID0018,SID0013,708,90,134.46,12101.4,2025/03/12,2025/03/24,2025/03/24,0,91,367.6992,12235.86,1,0,0,0
OID0218,SID0011,MID0001,SID0001,1081,108,4.88,527.04,2025/03/13,2025/03/19,2025/03/19,0,110,446.1629,536.8,1,0,0,0
OID0219,SID0011,MID0020,SID0010,1314,804,6.13,4928.52,2025/03/13,2025/03/23,2025/03/20,0,813,348.0558,4983.69,1,0,1,6.44
OID0220,SID0020,MID0003,SID0015,583,24,83.52,2004.48,2025/03/13,2025/03/28,2025/03/27,0,25,312.5471,2088.0,1,0,1,29.23
OID0221,SID0020,MID0003,SID0011,840,72,79.73,5740.56,2025/03/13,2025/03/30,2025/03/27,0,73,330.7549,5820.29,1,0,1,83.72
OID0222,SID0013,MID0020,SID0014,826,360,5.87,2113.2,2025/03/14,2025/03/21,2025/03/19,0,364,360.3434,2136.68,1,0,1,4.11
OID0223,SID0017,MID0018,SID0013,674,84,142.54,11973.36,2025/03/16,2025/04/02,2025/04/04,0,85,390.5179,12115.9,1,0,0,0
OID0224,SID0004,MID0020,SID0014,799,160,5.88,940.8,2025/03/17,2025/03/22,2025/03/24,0,162,359.2033,952.56,0,0,0,0
OID0225,SID0008,MID0022,SID0021,243,60,945.55,56733.0,2025/03/17,2025/03/30,2025/03/31,0,61,394.3553,57678.55,1,0,0,0
OID0226,SID0008,MID0023,SID0018,521,72,1349.07,97133.04,2025/03/17,2025/03/30,2025/03/31,0,73,111.843,98482.11,1,0,0,0
OID0227,SID0002,MID0001,SID0001,866,220,4.88,1073.6,2025/03/17,2025/03/31,2025/03/28,0,223,442.8375,1088.24,1,0,1,5.12
OID0228,SID0008,MID0022,SID0017,784,20,902.16,18043.2,2025/03/17,2025/04/04,2025/03/31,3,18,393.9529,16238.88,0,1,1,1263.02
OID0229,SID0021,MID0004,SID0010,1375,175,2.06,360.5,2025/03/18,2025/03/25,2025/03/24,0,177,459.1266,364.62,0,0,1,0.72
OID0230,SID0006,MID0010,SID0005,1172,170,15.55,2643.5,2025/03/18,2025/03/26,2025/03/24,0,172,329.8806,2674.6,1,0,1,10.89
OID0231,SID0013,MID0016,SID0012,728,180,14.37,2586.6,2025/03/18,2025/03/26,2025/03/28,0,182,40.3425,2615.34,1,0,0,0
OID0232,SID0013,MID0016,SID0009,1368,180,13.63,2453.4,2025/03/18,2025/03/27,2025/03/28,0,182,234.6076,2480.66,1,0,0,0
OID0233,SID0004,MID0007,SID0003,907,520,14.41,7493.2,2025/03/18,2025/04/05,2025/04/02,0,526,184.2609,7579.66,1,0,1,15.13
OID0234,SID0018,MID0020,SID0014,1239,1200,6.17,7404.0,2025/03/18,2025/04/08,2025/04/04,0,1212,394.7064,7478.04,1,0,1,8.64
OID0235,SID0021,MID0001,SID0001,979,490,4.89,2396.1,2025/03/18,2025/04/08,2025/04/07,0,495,439.1536,2420.55,1,0,1,1.71
OID0236,SID0011,MID0001,SID0001,1174,216,4.89,1056.24,2025/03/19,2025/03/28,2025/03/25,0,219,436.4269,1070.91,1,0,1,5.13
OID0237,SID0006,MID0020,SID0014,1038,930,5.85,5440.5,2025/03/19,2025/04/02,2025/03/31,109,831,420.8888,4861.35,1,1,1,4.1
OID0238,SID0007,MID0017,SID0012,961,888,7.21,6402.48,2025/03/20,2025/03/29,2025/03/26,0,897,208.7285,6467.37,1,0,1,7.57
OID0239,SID0020,MID0003,SID0015,674,48,79.78,3829.44,2025/03/21,2025/04/03,2025/04/04,0,49,346.9482,3909.22,1,0,0,0
OID0240,SID0020,MID0003,SID0011,825,96,79.65,7646.4,2025/03/21,2025/04/04,2025/04/04,0,97,278.0805,7726.05,1,0,0,0
OID0241,SID0006,MID0010,SID0005,1244,170,15.65,2660.5,2025/03/24,2025/04/03,2025/03/31,0,172,269.4796,2691.8,1,0,1,16.43
OID0242,SID0018,MID0008,SID0016,639,144,15.6,2246.4,2025/03/24,2025/04/05,2025/04/02,0,146,442.7886,2277.6,1,0,1,16.38
OID0243,SID0011,MID0008,SID0012,742,684,16.42,11231.28,2025/03/24,2025/04/11,2025/04/07,0,691,443.1696,11346.22,1,0,1,22.99
OID0244,SID0011,MID0020,SID0010,1341,804,5.85,4703.4,2025/03/25,2025/04/03,2025/04/01,0,813,382.4777,4756.05,1,0,1,4.1
OID0245,SID0013,MID0020,SID0014,729,360,5.83,2098.8,2025/03/25,2025/04/04,2025/03/31,0,364,393.5149,2122.12,1,0,1,8.16
OID0246,SID0018,MID0007,SID0003,1116,150,14.28,2142.0,2025/03/25,2025/04/06,2025/04/07,0,152,268.931,2170.56,1,0,0,0
OID0247,SID0018,MID0007,SID0010,1574,150,14.37,2155.5,2025/03/25,2025/04/10,2025/04/07,0,152,393.807,2184.24,1,0,1,15.09
OID0248,SID0017,MID0001,SID0001,1005,135,5.14,693.9,2025/03/25,2025/04/11,2025/04/09,0,137,412.2257,704.18,1,0,1,3.6
OID0249,SID0017,MID0004,SID0014,665,240,1.95,468.0,2025/03/25,2025/04/16,2025/04/14,19,224,397.8346,436.8,1,1,1,1.37
OID0250,SID0018,MID0002,SID0002,1016,100,104.46,10446.0,2025/03/25,2025/04/18,2025/04/14,0,101,336.3662,10550.46,1,0,1,146.24
OID0251,SID0011,MID0025,SID0010,1312,90,3.06,275.4,2025/03/26,2025/03/30,2025/04/01,0,91,403.0988,278.46,1,0,0,0
OID0252,SID0021,MID0004,SID0010,1365,175,1.95,341.25,2025/03/26,2025/03/31,2025/03/31,0,177,409.0275,345.15,0,0,0,0
OID0253,SID0019,MID0015,SID0007,1111,90,132.05,11884.5,2025/03/26,2025/04/05,2025/04/01,0,91,470.5996,12016.55,1,0,1,184.87
OID0254,SID0021,MID0005,SID0004,838,54,220.82,11924.28,2025/03/26,2025/04/08,2025/04/09,0,55,177.5389,12145.1,1,0,0,0
OID0255,SID0002,MID0025,SID0010,1496,180,3.06,550.8,2025/03/26,2025/04/10,2025/04/07,0,182,410.839,556.92,1,0,1,3.21
OID0256,SID0008,MID0024,SID0019,538,54,960.85,51885.9,2025/03/26,2025/04/10,2025/04/07,0,55,62.4037,52846.75,1,0,1,1008.89
OID0257,SID0021,MID0005,SID0015,650,162,209.07,33869.34,2025/03/26,2025/04/12,2025/04/09,0,164,308.0005,34287.48,1,0,1,219.52
OID0258,SID0019,MID0016,SID0021,534,504,13.59,6849.36,2025/03/26,2025/04/14,2025/04/14,0,510,82.7247,6930.9,1,0,0,0
OID0259,SID0015,MID0007,SID0003,3191,3024,13.68,41368.32,2025/03/26,2025/04/16,2025/04/15,0,3055,129.6863,41792.4,1,0,1,4.79
OID0260,SID0007,MID0020,SID0014,997,936,5.85,5475.6,2025/03/27,2025/04/10,2025/04/07,0,946,389.2016,5534.1,1,0,1,6.14
OID0261,SID0004,MID0020,SID0014,648,160,5.85,936.0,2025/03/31,2025/04/11,2025/04/07,6,156,420.4904,912.6,1,1,1,8.19
OID0262,SID0019,MID0010,SID0012,627,294,16.47,4842.18,2025/03/31,2025/04/14,2025/04/14,0,297,229.5848,4891.59,1,0,0,0
OID0263,SID0015,MID0020,SID0014,1339,1240,6.17,7650.8,2025/04/01,2025/04/19,2025/04/21,0,1253,415.8456,7731.01,0,0,0,0
OID0264,SID0013,MID0020,SID0014,821,360,5.86,2109.6,2025/04/02,2025/04/09,2025/04/07,0,364,420.0517,2133.04,0,0,1,4.1
OID0265,SID0007,MID0017,SID0012,931,888,6.85,6082.8,2025/04/02,2025/04/10,2025/04/08,0,897,210.0336,6144.45,1,0,1,4.8
OID0266,SID0002,MID0001,SID0001,994,220,4.87,1071.4,2025/04/02,2025/04/16,2025/04/14,21,202,436.9557,983.74,1,1,1,3.41
OID0267,SID0011,MID0008,SID0012,822,684,16.33,11169.72,2025/04/02,2025/04/18,2025/04/15,0,691,445.2883,11284.03,0,0,1,17.15
OID0268,SID0011,MID0007,SID0014,603,352,14.41,5072.32,2025/04/03,2025/04/10,2025/04/11,0,356,324.0253,5129.96,1,0,0,0
OID0269,SID0006,MID0010,SID0005,1259,170,16.43,2793.1,2025/04/03,2025/04/11,2025/04/08,0,172,239.3099,2825.96,1,0,1,17.25
OID0270,SID0019,MID0013,SID0018,449,140,74.68,10455.2,2025/04/04,2025/04/12,2025/04/14,0,142,368.8861,10604.56,1,0,0,0
OID0271,SID0008,MID0012,SID0020,443,45,1179.73,53087.85,2025/04/04,2025/04/21,2025/04/21,0,46,489.4504,54267.58,1,0,0,0
OID0272,SID0018,MID0004,SID0014,1560,1512,1.96,2963.52,2025/04/04,2025/04/22,2025/04/24,0,1528,412.193,2994.88,0,0,0,0
OID0273,SID0008,MID0022,SID0017,745,20,901.54,18030.8,2025/04/06,2025/04/21,2025/04/21,0,21,394.031,18932.34,1,0,0,0
OID0274,SID0008,MID0022,SID0021,249,100,940.15,94015.0,2025/04/06,2025/04/23,2025/04/21,0,101,394.219,94955.15,0,0,1,658.11
OID0275,SID0019,MID0015,SID0007,909,60,138.52,8311.2,2025/04/07,2025/04/14,2025/04/14,0,61,457.2853,8449.72,1,0,0,0
OID0276,SID0011,MID0025,SID0010,1544,90,2.91,261.9,2025/04/07,2025/04/18,2025/04/14,5,86,456.1512,250.26,0,1,1,4.07
OID0277,SID0007,MID0020,SID0014,785,624,6.14,3831.36,2025/04/07,2025/04/19,2025/04/16,0,631,410.7815,3874.34,1,0,1,6.45
OID0278,SID0002,MID0020,SID0010,1300,198,6.16,1219.68,2025/04/07,2025/04/25,2025/04/21,0,200,378.1765,1232.0,1,0,1,8.62
OID0279,SID0018,MID0020,SID0014,1346,1200,6.18,7416.0,2025/04/07,2025/04/27,2025/04/24,38,1174,362.4314,7255.32,1,1,1,6.49
OID0280,SID0021,MID0004,SID0010,1642,175,1.95,341.25,2025/04/08,2025/04/13,2025/04/14,0,177,419.0707,345.15,0,0,0,0
OID0281,SID0013,MID0016,SID0012,751,180,14.4,2592.0,2025/04/08,2025/04/17,2025/04/18,0,182,227.2915,2620.8,1,0,0,0
OID0282,SID0019,MID0015,SID0007,1051,90,138.8,12492.0,2025/04/08,2025/04/17,2025/04/14,0,91,433.8176,12630.8,1,0,1,145.74
OID0283,SID0013,MID0016,SID0009,1156,180,13.69,2464.2,2025/04/08,2025/04/20,2025/04/18,0,182,243.7266,2491.58,1,0,1,9.58
OID0284,SID0006,MID0020,SID0014,950,930,5.86,5449.8,2025/04/08,2025/04/21,2025/04/21,0,940,388.2404,5508.4,1,0,0,0
OID0285,SID0018,MID0008,SID0016,773,144,15.63,2250.72,2025/04/08,2025/04/21,2025/04/17,0,146,449.5467,2281.98,1,0,1,21.88
OID0286,SID0002,MID0025,SID0010,1487,180,3.06,550.8,2025/04/08,2025/04/24,2025/04/21,0,182,421.922,556.92,0,0,1,3.21
OID0287,SID0011,MID0001,SID0001,919,108,5.15,556.2,2025/04/09,2025/04/13,2025/04/15,5,105,425.384,540.75,1,1,0,0
OID0288,SID0011,MID0020,SID0010,1587,804,6.16,4952.64,2025/04/09,2025/04/14,2025/04/16,0,813,393.2338,5008.08,0,0,0,0
OID0289,SID0013,MID0020,SID0014,856,360,6.13,2206.8,2025/04/09,2025/04/17,2025/04/14,0,364,336.215,2231.32,1,0,1,6.44
OID0290,SID0018,MID0021,SID0011,744,252,201.92,50883.84,2025/04/09,2025/05/01,2025/04/29,0,255,432.5405,51489.6,1,0,1,141.34
OID0291,SID0004,MID0020,SID0014,845,160,6.12,979.2,2025/04/10,2025/04/20,2025/04/16,0,162,332.7593,991.44,0,0,1,8.57
OID0292,SID0017,MID0005,SID0011,747,18,219.13,3944.34,2025/04/13,2025/04/23,2025/04/21,0,19,128.1561,4163.47,1,0,1,153.39
OID0293,SID0021,MID0004,SID0010,1189,175,2.06,360.5,2025/04/14,2025/04/22,2025/04/21,0,177,405.2676,364.62,1,0,1,0.72
OID0294,SID0011,MID0025,SID0010,1266,180,3.06,550.8,2025/04/14,2025/04/24,2025/04/21,0,182,397.5952,556.92,1,0,1,3.21
OID0295,SID0004,MID0007,SID0003,1137,520,14.4,7488.0,2025/04/14,2025/05/03,2025/04/29,0,526,322.678,7574.4,1,0,1,20.16
OID0296,SID0017,MID0005,SID0011,669,36,209.25,7533.0,2025/04/15,2025/04/20,2025/04/22,0,37,139.0486,7742.25,0,0,0,0
OID0297,SID0006,MID0010,SID0005,1383,170,16.43,2793.1,2025/04/15,2025/04/22,2025/04/21,0,172,273.7647,2825.96,1,0,1,5.75
OID0298,SID0011,MID0007,SID0014,684,352,14.33,5044.16,2025/04/15,2025/04/23,2025/04/23,0,356,452.7795,5101.48,1,0,0,0
OID0299,SID0021,MID0018,SID0013,718,60,142.34,8540.4,2025/04/15,2025/04/26,2025/04/25,0,61,352.0986,8682.74,1,0,1,49.82
OID0300,SID0002,MID0001,SID0001,916,220,5.12,1126.4,2025/04/15,2025/04/30,2025/04/28,8,215,407.661,1100.8,0,1,1,3.58
OID0301,SID0019,MID0010,SID0012,681,392,15.59,6111.28,2025/04/15,2025/05/01,2025/04/29,0,396,343.1834,6173.64,1,0,1,10.91
OID0302,SID0011,MID0001,SID0001,1066,108,5.11,551.88,2025/04/16,2025/04/23,2025/04/22,0,110,440.6723,562.1,1,0,1,1.79
OID0303,SID0019,MID0016,SID0021,688,672,13.61,9145.92,2025/04/16,2025/05/05,2025/05/05,0,679,265.9715,9241.19,1,0,0,0
OID0304,SID0007,MID0017,SID0012,909,888,6.85,6082.8,2025/04/17,2025/04/27,2025/04/23,0,897,215.2619,6144.45,1,0,1,9.59
OID0305,SID0011,MID0008,SID0012,1028,912,15.68,14300.16,2025/04/18,2025/05/03,2025/05/01,0,922,445.4976,14456.96,0,0,1,10.98
OID0306,SID0013,MID0020,SID0014,726,360,6.16,2217.6,2025/04/21,2025/05/02,2025/04/28,0,364,379.4766,2242.24,1,0,1,8.62
OID0307,SID0007,MID0020,SID0014,716,624,5.86,3656.64,2025/04/21,2025/05/04,2025/04/30,0,631,336.7152,3697.66,1,0,1,8.2
OID0308,SID0020,MID0017,SID0009,1535,252,6.83,1721.16,2025/04/21,2025/05/11,2025/05/07,19,236,214.1119,1611.88,1,1,1,9.56
OID0309,SID0021,MID0001,SID0001,970,392,4.89,1916.88,2025/04/21,2025/05/13,2025/05/12,0,396,428.9431,1936.44,1,0,1,1.71
OID0310,SID0011,MID0001,SID0001,811,216,5.14,1110.24,2025/04/22,2025/04/27,2025/04/28,0,219,417.173,1125.66,1,0,0,0
OID0311,SID0006,MID0010,SID0005,1141,170,15.54,2641.8,2025/04/22,2025/04/29,2025/04/28,0,172,285.6562,2672.88,1,0,1,5.44
OID0312,SID0006,MID0010,SID0012,808,170,15.6,2652.0,2025/04/22,2025/05/01,2025/04/28,0,172,216.6199,2683.2,1,0,1,16.38
OID0313,SID0018,MID0007,SID0003,896,75,14.33,1074.75,2025/04/22,2025/05/06,2025/05/05,0,76,471.4151,1089.08,1,0,1,5.02
OID0314,SID0018,MID0007,SID0010,1146,150,14.32,2148.0,2025/04/22,2025/05/07,2025/05/05,0,152,126.719,2176.64,1,0,1,10.02
OID0315,SID0015,MID0025,SID0010,1318,144,2.92,420.48,2025/04/22,2025/05/10,2025/05/08,0,146,414.501,426.32,1,0,1,2.04
OID0316,SID0021,MID0004,SID0010,1335,175,1.96,343.0,2025/04/23,2025/04/29,2025/04/28,0,177,435.3095,346.92,1,0,1,0.69
OID0317,SID0018,MID0008,SID0016,787,144,16.34,2352.96,2025/04/23,2025/05/03,2025/05/02,0,146,442.4597,2385.64,0,0,1,5.72
OID0318,SID0004,MID0020,SID0014,746,160,6.17,987.2,2025/04/24,2025/04/29,2025/04/30,0,162,377.8896,999.54,0,0,0,0
OID0319,SID0019,MID0015,SID0007,1150,90,131.26,11813.4,2025/04/24,2025/05/04,2025/04/30,8,83,434.1869,10894.58,1,1,1,183.76
OID0320,SID0002,MID0025,SID0010,1355,180,3.06,550.8,2025/04/24,2025/05/07,2025/05/05,0,182,397.6786,556.92,1,0,1,2.14
OID0321,SID0015,MID0007,SID0003,2578,2268,14.37,32591.16,2025/04/24,2025/05/16,2025/05/14,0,2291,221.6541,32921.67,1,0,1,10.06
OID0322,SID0013,MID0016,SID0012,687,180,13.7,2466.0,2025/04/27,2025/05/07,2025/05/07,0,182,64.9615,2493.4,1,0,0,0
OID0323,SID0013,MID0016,SID0009,1461,180,13.58,2444.4,2025/04/27,2025/05/09,2025/05/07,0,182,36.9542,2471.56,1,0,1,9.51
OID0324,SID0017,MID0001,SID0001,1125,135,5.15,695.25,2025/04/28,2025/05/13,2025/05/13,0,137,420.5271,705.55,0,0,0,0
OID0325,SID0018,MID0004,SID0014,1624,1512,1.94,2933.28,2025/04/28,2025/05/18,2025/05/19,0,1528,415.4734,2964.32,0,0,0,0
OID0326,SID0007,MID0020,SID0014,1013,936,6.16,5765.76,2025/04/29,2025/05/08,2025/05/08,80,866,422.5825,5334.56,1,1,0,0
OID0327,SID0018,MID0020,SID0014,1292,1200,6.17,7404.0,2025/04/29,2025/05/19,2025/05/16,0,1212,406.8003,7478.04,1,0,1,6.48
OID0328,SID0007,MID0017,SID0012,788,444,7.2,3196.8,2025/04/30,2025/05/04,2025/05/06,0,449,204.5213,3232.8,1,0,0,0
OID0329,SID0011,MID0020,SID0010,1253,804,5.87,4719.48,2025/04/30,2025/05/07,2025/05/07,0,813,387.1651,4772.31,1,0,0,0
OID0330,SID0013,MID0020,SID0014,742,360,6.18,2224.8,2025/04/30,2025/05/07,2025/05/05,0,364,374.0194,2249.52,1,0,1,4.33
OID0331,SID0006,MID0020,SID0014,953,930,5.83,5421.9,2025/04/30,2025/05/14,2025/05/12,0,940,369.9521,5480.2,1,0,1,4.08
OID0332,SID0020,MID0017,SID0009,1312,252,7.17,1806.84,2025/04/30,2025/05/19,2025/05/16,0,255,210.6278,1828.35,0,0,1,7.53
OID0333,SID0011,MID0025,SID0010,1291,90,3.08,277.2,2025/05/01,2025/05/10,2025/05/07,0,91,454.0965,280.28,1,0,1,3.23
OID0334,SID0008,MID0024,SID0019,442,54,961.22,51905.88,2025/05/01,2025/05/15,2025/05/13,6,49,85.3275,47099.78,1,1,1,672.85
OID0335,SID0020,MID0014,SID0006,818,120,194.9,23388.0,2025/05/01,2025/05/21,2025/05/21,0,122,319.0472,23777.8,0,0,0,0
OID0336,SID0019,MID0013,SID0018,567,140,71.21,9969.4,2025/05/02,2025/05/12,2025/05/12,0,142,445.8358,10111.82,1,0,0,0
OID0337,SID0006,MID0010,SID0005,1362,170,16.43,2793.1,2025/05/05,2025/05/12,2025/05/12,0,172,222.138,2825.96,1,0,0,0
OID0338,SID0011,MID0007,SID0014,713,352,14.3,5033.6,2025/05/05,2025/05/14,2025/05/13,0,356,324.4079,5090.8,1,0,1,5.01
OID0339,SID0021,MID0004,SID0010,1413,175,1.96,343.0,2025/05/06,2025/05/12,2025/05/12,0,177,442.7611,346.92,1,0,0,0
OID0340,SID0021,MID0018,SID0013,685,90,135.44,12189.6,2025/05/06,2025/05/17,2025/05/16,0,91,291.9358,12325.04,1,0,1,47.4
OID0341,SID0015,MID0020,SID0014,1405,1240,6.14,7613.6,2025/05/06,2025/05/24,2025/05/26,0,1253,353.3786,7693.42,1,0,0,0
OID0342,SID0013,MID0020,SID0014,771,360,5.83,2098.8,2025/05/07,2025/05/10,2025/05/12,0,364,387.8747,2122.12,1,0,0,0
OID0343,SID0019,MID0015,SID0007,987,150,131.76,19764.0,2025/05/07,2025/05/13,2025/05/13,0,152,477.1723,20027.52,1,0,0,0
OID0344,SID0002,MID0001,SID0001,1096,220,5.12,1126.4,2025/05/07,2025/05/17,2025/05/19,0,223,430.6562,1141.76,1,0,0,0
OID0345,SID0015,MID0025,SID0010,1121,216,3.09,667.44,2025/05/07,2025/05/22,2025/05/23,0,219,451.1795,676.71,1,0,0,0
OID0346,SID0002,MID0020,SID0010,1215,198,6.17,1221.66,2025/05/07,2025/05/24,2025/05/20,0,200,409.9048,1234.0,1,0,1,8.64
OID0347,SID0004,MID0020,SID0014,851,80,6.15,492.0,2025/05/08,2025/05/12,2025/05/14,0,81,343.7994,498.15,1,0,0,0
OID0348,SID0011,MID0020,SID0010,1440,804,5.83,4687.32,2025/05/08,2025/05/17,2025/05/15,0,813,421.2679,4739.79,1,0,1,4.08
OID0349,SID0011,MID0008,SID0012,1285,1140,16.41,18707.4,2025/05/08,2025/05/21,2025/05/21,0,1152,447.1183,18904.32,1,0,0,0
OID0350,SID0017,MID0004,SID0014,703,240,1.94,465.6,2025/05/08,2025/05/26,2025/05/27,0,243,386.4445,471.42,0,0,0,0
OID0351,SID0020,MID0011,SID0011,744,80,92.22,7377.6,2025/05/08,2025/05/26,2025/05/27,9,72,296.0995,6639.84,1,1,0,0
OID0352,SID0018,MID0002,SID0002,1181,120,103.86,12463.2,2025/05/08,2025/05/29,2025/05/27,0,122,346.0739,12670.92,1,0,1,72.7
OID0353,SID0011,MID0001,SID0001,859,108,4.87,525.96,2025/05/09,2025/05/18,2025/05/15,0,110,440.0646,535.7,1,0,1,5.11
