Supplier_Material_Flow_Event_ID,Supplier_ID,Material_ID,Event_Date,Event_Type,Quantity_Change,Source_Type,Source_ID
SMFEID1192,SID0011,MID0020,2025/03/04,production_consumption,-153,production_run,PRUN_SID0011_MID0020_010
SMFEID1193,SID0013,MID0016,2025/03/04,production_consumption,-117,production_run,PRUN_SID0013_MID0016_010
SMFEID1194,SID0015,MID0007,2025/03/04,production_consumption,-65,production_run,PRUN_SID0015_MID0007_010
SMFEID1195,SID0015,MID0020,2025/03/04,production_consumption,-112,production_run,PRUN_SID0015_MID0020_010
SMFEID1196,SID0017,MID0001,2025/03/04,production_consumption,-47,production_run,PRUN_SID0017_MID0001_005
SMFEID1197,SID0017,MID0004,2025/03/04,production_consumption,-39,production_run,PRUN_SID0017_MID0004_005
SMFEID1198,SID0017,MID0005,2025/03/04,production_consumption,-4,production_run,PRUN_SID0017_MID0005_003
SMFEID1199,SID0018,MID0004,2025/03/04,production_consumption,-94,production_run,PRUN_SID0018_MID0004_010
SMFEID1200,SID0018,MID0007,2025/03/04,production_consumption,-25,production_run,PRUN_SID0018_MID0007_010
SMFEID1201,SID0018,MID0020,2025/03/04,production_consumption,-15,production_run,PRUN_SID0018_MID0020_010
SMFEID1202,SID0018,MID0021,2025/03/04,production_consumption,-35,production_run,PRUN_SID0018_MID0021_005
SMFEID1203,SID0019,MID0010,2025/03/04,production_consumption,-43,production_run,PRUN_SID0019_MID0010_010
SMFEID1204,SID0019,MID0013,2025/03/04,production_consumption,-12,production_run,PRUN_SID0019_MID0013_005
SMFEID1205,SID0019,MID0016,2025/03/04,production_consumption,-29,production_run,PRUN_SID0019_MID0016_010
SMFEID1206,SID0021,MID0001,2025/03/04,production_consumption,-23,production_run,PRUN_SID0021_MID0001_010
SMFEID1207,SID0021,MID0005,2025/03/04,production_consumption,-29,production_run,PRUN_SID0021_MID0005_005
SMFEID1208,SID0002,MID0001,2025/03/05,production_consumption,-17,production_run,PRUN_SID0002_MID0001_010
SMFEID1209,SID0002,MID0025,2025/03/05,production_consumption,-21,production_run,PRUN_SID0002_MID0025_010
SMFEID1210,SID0004,MID0007,2025/03/05,production_consumption,-59,production_run,PRUN_SID0004_MID0007_010
SMFEID1211,SID0004,MID0020,2025/03/05,production_consumption,-23,production_run,PRUN_SID0004_MID0020_010
SMFEID1212,SID0006,MID0010,2025/03/05,production_consumption,-41,production_run,PRUN_SID0006_MID0010_010
SMFEID1213,SID0006,MID0020,2025/03/05,production_consumption,-127,production_run,PRUN_SID0006_MID0020_010
SMFEID1214,SID0007,MID0017,2025/03/05,production_consumption,-214,production_run,PRUN_SID0007_MID0017_010
SMFEID1215,SID0007,MID0020,2025/03/05,production_consumption,-158,production_run,PRUN_SID0007_MID0020_010
SMFEID1216,SID0008,MID0012,2025/03/05,production_consumption,-3,production_run,PRUN_SID0008_MID0012_003
SMFEID1217,SID0008,MID0022,2025/03/05,production_consumption,-3,production_run,PRUN_SID0008_MID0022_005
SMFEID1218,SID0011,MID0001,2025/03/05,production_consumption,-25,production_run,PRUN_SID0011_MID0001_010
SMFEID1219,SID0011,MID0007,2025/03/05,production_consumption,-16,production_run,PRUN_SID0011_MID0007_010
SMFEID1220,SID0011,MID0008,2025/03/05,production_consumption,-115,production_run,PRUN_SID0011_MID0008_010
SMFEID1221,SID0011,MID0020,2025/03/05,production_consumption,-144,production_run,PRUN_SID0011_MID0020_010
SMFEID1222,SID0011,MID0025,2025/03/05,production_consumption,-29,production_run,PRUN_SID0011_MID0025_010
SMFEID1223,SID0015,MID0007,2025/03/05,production_consumption,-148,production_run,PRUN_SID0015_MID0007_010
SMFEID1224,SID0015,MID0020,2025/03/05,production_consumption,-89,production_run,PRUN_SID0015_MID0020_010
SMFEID1225,SID0017,MID0001,2025/03/05,production_consumption,-14,production_run,PRUN_SID0017_MID0001_005
SMFEID1226,SID0017,MID0005,2025/03/05,production_consumption,-16,production_run,PRUN_SID0017_MID0005_003
SMFEID1227,SID0018,MID0004,2025/03/05,production_consumption,-28,production_run,PRUN_SID0018_MID0004_010
SMFEID1228,SID0018,MID0007,2025/03/05,production_consumption,-41,production_run,PRUN_SID0018_MID0007_010
SMFEID1229,SID0018,MID0008,2025/03/05,production_consumption,-1,production_run,PRUN_SID0018_MID0008_005
SMFEID1230,SID0018,MID0020,2025/03/05,production_consumption,-2,production_run,PRUN_SID0018_MID0020_010
SMFEID1231,SID0018,MID0021,2025/03/05,production_consumption,-55,production_run,PRUN_SID0018_MID0021_005
SMFEID1232,SID0019,MID0010,2025/03/05,production_consumption,-36,production_run,PRUN_SID0019_MID0010_010
SMFEID1233,SID0019,MID0013,2025/03/05,production_consumption,-14,production_run,PRUN_SID0019_MID0013_005
SMFEID1234,SID0019,MID0015,2025/03/05,production_consumption,-17,production_run,PRUN_SID0019_MID0015_005
SMFEID1235,SID0019,MID0016,2025/03/05,production_consumption,-19,production_run,PRUN_SID0019_MID0016_010
SMFEID1236,SID0021,MID0001,2025/03/05,production_consumption,-66,production_run,PRUN_SID0021_MID0001_010
SMFEID1237,SID0021,MID0004,2025/03/05,production_consumption,-56,production_run,PRUN_SID0021_MID0004_010
SMFEID1238,SID0021,MID0005,2025/03/05,production_consumption,-32,production_run,PRUN_SID0021_MID0005_005
SMFEID1239,SID0002,MID0001,2025/03/06,production_consumption,-23,production_run,PRUN_SID0002_MID0001_010
SMFEID1240,SID0002,MID0025,2025/03/06,production_consumption,-21,production_run,PRUN_SID0002_MID0025_010
SMFEID1241,SID0004,MID0007,2025/03/06,production_consumption,-35,production_run,PRUN_SID0004_MID0007_010
SMFEID1242,SID0004,MID0020,2025/03/06,production_consumption,-1,production_run,PRUN_SID0004_MID0020_010
SMFEID1243,SID0006,MID0020,2025/03/06,production_consumption,-134,production_run,PRUN_SID0006_MID0020_010
SMFEID1244,SID0007,MID0017,2025/03/06,production_consumption,-191,production_run,PRUN_SID0007_MID0017_010
SMFEID1245,SID0007,MID0020,2025/03/06,external_receipt,631,order,OID0173
SMFEID1246,SID0007,MID0020,2025/03/06,production_consumption,-157,production_run,PRUN_SID0007_MID0020_010
SMFEID1247,SID0008,MID0012,2025/03/06,production_consumption,-4,production_run,PRUN_SID0008_MID0012_003
SMFEID1248,SID0008,MID0022,2025/03/06,production_consumption,-27,production_run,PRUN_SID0008_MID0022_005
SMFEID1249,SID0011,MID0001,2025/03/06,production_consumption,-16,production_run,PRUN_SID0011_MID0001_010
SMFEID1250,SID0011,MID0007,2025/03/06,production_consumption,-23,production_run,PRUN_SID0011_MID0007_010
SMFEID1251,SID0011,MID0008,2025/03/06,production_consumption,-179,production_run,PRUN_SID0011_MID0008_010
SMFEID1252,SID0011,MID0020,2025/03/06,production_consumption,-20,production_run,PRUN_SID0011_MID0020_010
SMFEID1253,SID0011,MID0025,2025/03/06,external_receipt,91,order,OID0182
SMFEID1254,SID0011,MID0025,2025/03/06,production_consumption,-42,production_run,PRUN_SID0011_MID0025_010
SMFEID1255,SID0013,MID0020,2025/03/06,production_consumption,-114,production_run,PRUN_SID0013_MID0020_010
SMFEID1256,SID0015,MID0007,2025/03/06,production_consumption,-182,production_run,PRUN_SID0015_MID0007_010
SMFEID1257,SID0015,MID0020,2025/03/06,production_consumption,-7,production_run,PRUN_SID0015_MID0020_010
SMFEID1258,SID0017,MID0005,2025/03/06,production_consumption,-14,production_run,PRUN_SID0017_MID0005_003
SMFEID1259,SID0018,MID0004,2025/03/06,production_consumption,-32,production_run,PRUN_SID0018_MID0004_010
SMFEID1260,SID0018,MID0007,2025/03/06,production_consumption,-17,production_run,PRUN_SID0018_MID0007_010
SMFEID1261,SID0018,MID0008,2025/03/06,production_consumption,-70,production_run,PRUN_SID0018_MID0008_005
SMFEID1262,SID0018,MID0020,2025/03/06,production_consumption,-62,production_run,PRUN_SID0018_MID0020_010
SMFEID1263,SID0018,MID0021,2025/03/06,production_consumption,-2,production_run,PRUN_SID0018_MID0021_005
SMFEID1264,SID0019,MID0010,2025/03/06,production_consumption,-32,production_run,PRUN_SID0019_MID0010_010
SMFEID1265,SID0019,MID0013,2025/03/06,production_consumption,-82,production_run,PRUN_SID0019_MID0013_005
SMFEID1266,SID0019,MID0015,2025/03/06,external_receipt,61,order,OID0183
SMFEID1267,SID0019,MID0015,2025/03/06,production_consumption,-31,production_run,PRUN_SID0019_MID0015_005
SMFEID1268,SID0019,MID0016,2025/03/06,production_consumption,-78,production_run,PRUN_SID0019_MID0016_010
SMFEID1269,SID0021,MID0001,2025/03/06,production_consumption,-18,production_run,PRUN_SID0021_MID0001_010
SMFEID1270,SID0021,MID0004,2025/03/06,production_consumption,-29,production_run,PRUN_SID0021_MID0004_010
SMFEID1271,SID0021,MID0005,2025/03/06,production_consumption,-8,production_run,PRUN_SID0021_MID0005_005
SMFEID1272,SID0002,MID0001,2025/03/07,production_consumption,-4,production_run,PRUN_SID0002_MID0001_010
SMFEID1273,SID0002,MID0025,2025/03/07,production_consumption,-19,production_run,PRUN_SID0002_MID0025_010
SMFEID1274,SID0004,MID0007,2025/03/07,production_consumption,-32,production_run,PRUN_SID0004_MID0007_010
SMFEID1275,SID0007,MID0020,2025/03/07,production_consumption,-59,production_run,PRUN_SID0007_MID0020_010
SMFEID1276,SID0008,MID0012,2025/03/07,production_consumption,-5,production_run,PRUN_SID0008_MID0012_003
SMFEID1277,SID0008,MID0022,2025/03/07,production_consumption,-15,production_run,PRUN_SID0008_MID0022_005
SMFEID1278,SID0011,MID0001,2025/03/07,production_consumption,-27,production_run,PRUN_SID0011_MID0001_010
SMFEID1279,SID0011,MID0007,2025/03/07,production_consumption,-16,production_run,PRUN_SID0011_MID0007_010
SMFEID1280,SID0013,MID0020,2025/03/07,external_receipt,364,order,OID0174
SMFEID1281,SID0013,MID0020,2025/03/07,production_consumption,-177,production_run,PRUN_SID0013_MID0020_010
SMFEID1282,SID0015,MID0007,2025/03/07,production_consumption,-145,production_run,PRUN_SID0015_MID0007_010
SMFEID1283,SID0015,MID0020,2025/03/07,production_consumption,-102,production_run,PRUN_SID0015_MID0020_010
SMFEID1284,SID0017,MID0005,2025/03/07,production_consumption,-18,production_run,PRUN_SID0017_MID0005_003
SMFEID1285,SID0018,MID0004,2025/03/07,production_consumption,-26,production_run,PRUN_SID0018_MID0004_010
SMFEID1286,SID0018,MID0008,2025/03/07,external_receipt,146,order,OID0167
SMFEID1287,SID0018,MID0008,2025/03/07,production_consumption,-39,production_run,PRUN_SID0018_MID0008_005
SMFEID1288,SID0018,MID0020,2025/03/07,production_consumption,-43,production_run,PRUN_SID0018_MID0020_010
SMFEID1289,SID0019,MID0015,2025/03/07,production_consumption,-22,production_run,PRUN_SID0019_MID0015_005
SMFEID1290,SID0020,MID0017,2025/03/07,external_receipt,175,order,OID0153
SMFEID1291,SID0021,MID0004,2025/03/07,production_consumption,-52,production_run,PRUN_SID0021_MID0004_010
SMFEID1292,SID0021,MID0005,2025/03/07,production_consumption,-33,production_run,PRUN_SID0021_MID0005_005
SMFEID1293,SID0021,MID0018,2025/03/07,production_consumption,-14,production_run,PRUN_SID0021_MID0018_005
SMFEID1294,SID0019,MID0010,2025/03/08,external_receipt,297,order,OID0168
SMFEID1295,SID0020,MID0017,2025/03/08,external_receipt,255,order,OID0163
SMFEID1296,SID0002,MID0025,2025/03/09,external_receipt,182,order,OID0169
SMFEID1297,SID0020,MID0011,2025/03/09,external_receipt,41,order,OID0158
SMFEID1298,SID0020,MID0014,2025/03/09,external_receipt,146,order,OID0148
SMFEID1299,SID0002,MID0001,2025/03/10,production_consumption,-24,production_run,PRUN_SID0002_MID0001_011
SMFEID1300,SID0002,MID0020,2025/03/10,production_consumption,-67,production_run,PRUN_SID0002_MID0020_005
SMFEID1301,SID0002,MID0025,2025/03/10,production_consumption,-33,production_run,PRUN_SID0002_MID0025_011
SMFEID1302,SID0004,MID0020,2025/03/10,production_consumption,-38,production_run,PRUN_SID0004_MID0020_011
SMFEID1303,SID0006,MID0020,2025/03/10,production_consumption,-68,production_run,PRUN_SID0006_MID0020_011
SMFEID1304,SID0007,MID0020,2025/03/10,production_consumption,-99,production_run,PRUN_SID0007_MID0020_011
SMFEID1305,SID0008,MID0012,2025/03/10,production_consumption,-10,production_run,PRUN_SID0008_MID0012_003
SMFEID1306,SID0008,MID0024,2025/03/10,production_consumption,-30,production_run,PRUN_SID0008_MID0024_003
SMFEID1307,SID0011,MID0001,2025/03/10,production_consumption,-17,production_run,PRUN_SID0011_MID0001_011
SMFEID1308,SID0011,MID0007,2025/03/10,production_consumption,-78,production_run,PRUN_SID0011_MID0007_011
SMFEID1309,SID0011,MID0008,2025/03/10,production_consumption,-222,production_run,PRUN_SID0011_MID0008_011
SMFEID1310,SID0013,MID0016,2025/03/10,production_consumption,-31,production_run,PRUN_SID0013_MID0016_011
SMFEID1311,SID0013,MID0020,2025/03/10,production_consumption,-67,production_run,PRUN_SID0013_MID0020_011
SMFEID1312,SID0015,MID0007,2025/03/10,production_consumption,-194,production_run,PRUN_SID0015_MID0007_011
SMFEID1313,SID0015,MID0025,2025/03/10,production_consumption,-21,production_run,PRUN_SID0015_MID0025_005
SMFEID1314,SID0018,MID0004,2025/03/10,production_consumption,-18,production_run,PRUN_SID0018_MID0004_011
SMFEID1315,SID0018,MID0007,2025/03/10,production_consumption,-8,production_run,PRUN_SID0018_MID0007_011
SMFEID1316,SID0018,MID0020,2025/03/10,production_consumption,-85,production_run,PRUN_SID0018_MID0020_011
SMFEID1317,SID0019,MID0016,2025/03/10,production_consumption,-27,production_run,PRUN_SID0019_MID0016_011
SMFEID1318,SID0020,MID0017,2025/03/10,production_consumption,-27,production_run,PRUN_SID0020_MID0017_005
SMFEID1319,SID0021,MID0001,2025/03/10,production_consumption,-27,production_run,PRUN_SID0021_MID0001_011
SMFEID1320,SID0021,MID0005,2025/03/10,external_receipt,110,order,OID0175
SMFEID1321,SID0021,MID0018,2025/03/10,production_consumption,-20,production_run,PRUN_SID0021_MID0018_005
SMFEID1322,SID0002,MID0001,2025/03/11,production_consumption,-12,production_run,PRUN_SID0002_MID0001_011
SMFEID1323,SID0002,MID0020,2025/03/11,production_consumption,-34,production_run,PRUN_SID0002_MID0020_005
SMFEID1324,SID0002,MID0025,2025/03/11,production_consumption,-14,production_run,PRUN_SID0002_MID0025_011
SMFEID1325,SID0004,MID0020,2025/03/11,production_consumption,-12,production_run,PRUN_SID0004_MID0020_011
SMFEID1326,SID0006,MID0020,2025/03/11,production_consumption,-84,production_run,PRUN_SID0006_MID0020_011
SMFEID1327,SID0007,MID0017,2025/03/11,production_consumption,-223,production_run,PRUN_SID0007_MID0017_011
SMFEID1328,SID0007,MID0020,2025/03/11,production_consumption,-62,production_run,PRUN_SID0007_MID0020_011
SMFEID1329,SID0008,MID0012,2025/03/11,production_consumption,-10,production_run,PRUN_SID0008_MID0012_003
SMFEID1330,SID0008,MID0024,2025/03/11,production_consumption,-30,production_run,PRUN_SID0008_MID0024_003
SMFEID1331,SID0011,MID0001,2025/03/11,external_receipt,110,order,OID0187
SMFEID1332,SID0011,MID0001,2025/03/11,production_consumption,-17,production_run,PRUN_SID0011_MID0001_011
SMFEID1333,SID0011,MID0007,2025/03/11,production_consumption,-56,production_run,PRUN_SID0011_MID0007_011
SMFEID1334,SID0011,MID0008,2025/03/11,production_consumption,-10,production_run,PRUN_SID0011_MID0008_011
SMFEID1335,SID0011,MID0025,2025/03/11,production_consumption,-5,production_run,PRUN_SID0011_MID0025_011
SMFEID1336,SID0013,MID0016,2025/03/11,external_receipt,172,order,OID0176
SMFEID1337,SID0013,MID0016,2025/03/11,production_consumption,-24,production_run,PRUN_SID0013_MID0016_011
SMFEID1338,SID0013,MID0020,2025/03/11,external_receipt,364,order,OID0198
SMFEID1339,SID0013,MID0020,2025/03/11,production_consumption,-27,production_run,PRUN_SID0013_MID0020_011
SMFEID1340,SID0015,MID0007,2025/03/11,production_consumption,-80,production_run,PRUN_SID0015_MID0007_011
SMFEID1341,SID0015,MID0020,2025/03/11,production_consumption,-74,production_run,PRUN_SID0015_MID0020_011
SMFEID1342,SID0015,MID0025,2025/03/11,production_consumption,-5,production_run,PRUN_SID0015_MID0025_005
SMFEID1343,SID0018,MID0004,2025/03/11,production_consumption,-72,production_run,PRUN_SID0018_MID0004_011
SMFEID1344,SID0018,MID0007,2025/03/11,production_consumption,-10,production_run,PRUN_SID0018_MID0007_011
SMFEID1345,SID0018,MID0020,2025/03/11,production_consumption,-183,production_run,PRUN_SID0018_MID0020_011
SMFEID1346,SID0019,MID0010,2025/03/11,production_consumption,-4,production_run,PRUN_SID0019_MID0010_011
SMFEID1347,SID0019,MID0016,2025/03/11,external_receipt,510,order,OID0154
SMFEID1348,SID0019,MID0016,2025/03/11,production_consumption,-24,production_run,PRUN_SID0019_MID0016_011
SMFEID1349,SID0020,MID0014,2025/03/11,production_consumption,-14,production_run,PRUN_SID0020_MID0014_003
SMFEID1350,SID0020,MID0017,2025/03/11,production_consumption,-29,production_run,PRUN_SID0020_MID0017_005
SMFEID1351,SID0021,MID0001,2025/03/11,production_consumption,-31,production_run,PRUN_SID0021_MID0001_011
SMFEID1352,SID0021,MID0004,2025/03/11,external_receipt,177,order,OID0188
SMFEID1353,SID0021,MID0004,2025/03/11,production_consumption,-74,production_run,PRUN_SID0021_MID0004_011
SMFEID1354,SID0021,MID0018,2025/03/11,production_consumption,-11,production_run,PRUN_SID0021_MID0018_005
SMFEID1355,SID0002,MID0001,2025/03/12,production_consumption,-26,production_run,PRUN_SID0002_MID0001_011
SMFEID1356,SID0002,MID0025,2025/03/12,production_consumption,-47,production_run,PRUN_SID0002_MID0025_011
SMFEID1357,SID0004,MID0007,2025/03/12,production_consumption,-84,production_run,PRUN_SID0004_MID0007_011
SMFEID1358,SID0004,MID0020,2025/03/12,external_receipt,162,order,OID0190
SMFEID1359,SID0004,MID0020,2025/03/12,production_consumption,-37,production_run,PRUN_SID0004_MID0020_011
SMFEID1360,SID0006,MID0010,2025/03/12,production_consumption,-65,production_run,PRUN_SID0006_MID0010_011
SMFEID1361,SID0006,MID0020,2025/03/12,production_consumption,-132,production_run,PRUN_SID0006_MID0020_011
SMFEID1362,SID0007,MID0017,2025/03/12,production_consumption,-123,production_run,PRUN_SID0007_MID0017_011
SMFEID1363,SID0007,MID0020,2025/03/12,production_consumption,-127,production_run,PRUN_SID0007_MID0020_011
SMFEID1364,SID0011,MID0001,2025/03/12,production_consumption,-12,production_run,PRUN_SID0011_MID0001_011
SMFEID1365,SID0011,MID0008,2025/03/12,production_consumption,-58,production_run,PRUN_SID0011_MID0008_011
SMFEID1366,SID0011,MID0025,2025/03/12,production_consumption,-24,production_run,PRUN_SID0011_MID0025_011
SMFEID1367,SID0013,MID0016,2025/03/12,external_receipt,364,order,OID0177
SMFEID1368,SID0013,MID0016,2025/03/12,production_consumption,-2,production_run,PRUN_SID0013_MID0016_011
SMFEID1369,SID0013,MID0020,2025/03/12,production_consumption,-65,production_run,PRUN_SID0013_MID0020_011
SMFEID1370,SID0015,MID0007,2025/03/12,production_consumption,-39,production_run,PRUN_SID0015_MID0007_011
SMFEID1371,SID0015,MID0020,2025/03/12,production_consumption,-123,production_run,PRUN_SID0015_MID0020_011
SMFEID1372,SID0015,MID0025,2025/03/12,production_consumption,-21,production_run,PRUN_SID0015_MID0025_005
SMFEID1373,SID0018,MID0004,2025/03/12,external_receipt,1019,order,OID0161
SMFEID1374,SID0018,MID0004,2025/03/12,production_consumption,-117,production_run,PRUN_SID0018_MID0004_011
SMFEID1375,SID0018,MID0007,2025/03/12,production_consumption,-17,production_run,PRUN_SID0018_MID0007_011
SMFEID1376,SID0018,MID0020,2025/03/12,production_consumption,-14,production_run,PRUN_SID0018_MID0020_011
SMFEID1377,SID0019,MID0010,2025/03/12,production_consumption,-43,production_run,PRUN_SID0019_MID0010_011
SMFEID1378,SID0019,MID0016,2025/03/12,production_consumption,-33,production_run,PRUN_SID0019_MID0016_011
SMFEID1379,SID0020,MID0014,2025/03/12,production_consumption,-4,production_run,PRUN_SID0020_MID0014_003
SMFEID1380,SID0020,MID0017,2025/03/12,production_consumption,-34,production_run,PRUN_SID0020_MID0017_005
SMFEID1381,SID0021,MID0001,2025/03/12,production_consumption,-31,production_run,PRUN_SID0021_MID0001_011
SMFEID1382,SID0021,MID0004,2025/03/12,production_consumption,-69,production_run,PRUN_SID0021_MID0004_011
SMFEID1383,SID0021,MID0005,2025/03/12,external_receipt,55,order,OID0178
SMFEID1384,SID0021,MID0018,2025/03/12,production_consumption,-8,production_run,PRUN_SID0021_MID0018_005
SMFEID1385,SID0002,MID0001,2025/03/13,external_receipt,223,order,OID0179
SMFEID1386,SID0002,MID0001,2025/03/13,production_consumption,-27,production_run,PRUN_SID0002_MID0001_011
SMFEID1387,SID0004,MID0007,2025/03/13,production_consumption,-66,production_run,PRUN_SID0004_MID0007_011
SMFEID1388,SID0004,MID0020,2025/03/13,production_consumption,-20,production_run,PRUN_SID0004_MID0020_011
SMFEID1389,SID0006,MID0010,2025/03/13,external_receipt,172,order,OID0191
SMFEID1390,SID0006,MID0010,2025/03/13,production_consumption,-49,production_run,PRUN_SID0006_MID0010_011
SMFEID1391,SID0007,MID0017,2025/03/13,production_consumption,-25,production_run,PRUN_SID0007_MID0017_011
SMFEID1392,SID0007,MID0020,2025/03/13,production_consumption,-98,production_run,PRUN_SID0007_MID0020_011
SMFEID1393,SID0011,MID0001,2025/03/13,production_consumption,-15,production_run,PRUN_SID0011_MID0001_011
SMFEID1394,SID0011,MID0020,2025/03/13,production_consumption,-192,production_run,PRUN_SID0011_MID0020_011
SMFEID1395,SID0011,MID0025,2025/03/13,production_consumption,-14,production_run,PRUN_SID0011_MID0025_011
SMFEID1396,SID0013,MID0016,2025/03/13,production_consumption,-63,production_run,PRUN_SID0013_MID0016_011
SMFEID1397,SID0013,MID0020,2025/03/13,production_consumption,-80,production_run,PRUN_SID0013_MID0020_011
SMFEID1398,SID0015,MID0007,2025/03/13,production_consumption,-149,production_run,PRUN_SID0015_MID0007_011
SMFEID1399,SID0015,MID0020,2025/03/13,production_consumption,-170,production_run,PRUN_SID0015_MID0020_011
SMFEID1400,SID0015,MID0025,2025/03/13,external_receipt,146,order,OID0170
SMFEID1401,SID0015,MID0025,2025/03/13,production_consumption,-20,production_run,PRUN_SID0015_MID0025_005
SMFEID1402,SID0018,MID0004,2025/03/13,production_consumption,-47,production_run,PRUN_SID0018_MID0004_011
SMFEID1403,SID0018,MID0007,2025/03/13,production_consumption,-31,production_run,PRUN_SID0018_MID0007_011
SMFEID1404,SID0018,MID0020,2025/03/13,production_consumption,-108,production_run,PRUN_SID0018_MID0020_011
SMFEID1405,SID0019,MID0010,2025/03/13,production_consumption,-44,production_run,PRUN_SID0019_MID0010_011
SMFEID1406,SID0019,MID0016,2025/03/13,production_consumption,-25,production_run,PRUN_SID0019_MID0016_011
SMFEID1407,SID0020,MID0014,2025/03/13,production_consumption,-31,production_run,PRUN_SID0020_MID0014_003
SMFEID1408,SID0020,MID0017,2025/03/13,production_consumption,-10,production_run,PRUN_SID0020_MID0017_005
SMFEID1409,SID0021,MID0001,2025/03/13,production_consumption,-13,production_run,PRUN_SID0021_MID0001_011
SMFEID1410,SID0007,MID0017,2025/03/14,external_receipt,864,order,OID0192
SMFEID1411,SID0007,MID0017,2025/03/14,production_consumption,-87,production_run,PRUN_SID0007_MID0017_011
SMFEID1412,SID0008,MID0023,2025/03/14,external_receipt,55,order,OID0180
SMFEID1413,SID0011,MID0001,2025/03/14,production_consumption,-18,production_run,PRUN_SID0011_MID0001_011
SMFEID1414,SID0011,MID0020,2025/03/14,production_consumption,-175,production_run,PRUN_SID0011_MID0020_011
SMFEID1415,SID0011,MID0025,2025/03/14,production_consumption,-17,production_run,PRUN_SID0011_MID0025_011
SMFEID1416,SID0013,MID0016,2025/03/14,production_consumption,-22,production_run,PRUN_SID0013_MID0016_011
SMFEID1417,SID0013,MID0020,2025/03/14,production_consumption,-78,production_run,PRUN_SID0013_MID0020_011
SMFEID1418,SID0015,MID0007,2025/03/14,production_consumption,-165,production_run,PRUN_SID0015_MID0007_011
SMFEID1419,SID0017,MID0001,2025/03/14,external_receipt,137,order,OID0171
SMFEID1420,SID0018,MID0004,2025/03/14,production_consumption,-97,production_run,PRUN_SID0018_MID0004_011
SMFEID1421,SID0018,MID0007,2025/03/14,production_consumption,-16,production_run,PRUN_SID0018_MID0007_011
SMFEID1422,SID0019,MID0010,2025/03/14,production_consumption,-11,production_run,PRUN_SID0019_MID0010_011
SMFEID1423,SID0019,MID0016,2025/03/14,production_consumption,-38,production_run,PRUN_SID0019_MID0016_011
SMFEID1424,SID0020,MID0014,2025/03/14,production_consumption,-10,production_run,PRUN_SID0020_MID0014_003
SMFEID1425,SID0020,MID0017,2025/03/14,production_consumption,-13,production_run,PRUN_SID0020_MID0017_005
SMFEID1426,SID0011,MID0007,2025/03/15,external_receipt,178,order,OID0193
SMFEID1427,SID0013,MID0017,2025/03/15,external_receipt,41,order,OID0186
SMFEID1428,SID0019,MID0015,2025/03/15,external_receipt,61,order,OID0205
SMFEID1429,SID0011,MID0008,2025/03/16,external_receipt,922,order,OID0189
SMFEID1430,SID0011,MID0025,2025/03/16,external_receipt,182,order,OID0216
SMFEID1431,SID0018,MID0007,2025/03/16,external_receipt,152,order,OID0194
SMFEID1432,SID0021,MID0001,2025/03/16,external_receipt,495,order,OID0181
SMFEID1433,SID0002,MID0001,2025/03/17,production_consumption,-25,production_run,PRUN_SID0002_MID0001_012
SMFEID1434,SID0004,MID0007,2025/03/17,production_consumption,-14,production_run,PRUN_SID0004_MID0007_012
SMFEID1435,SID0004,MID0020,2025/03/17,production_consumption,-8,production_run,PRUN_SID0004_MID0020_012
SMFEID1436,SID0007,MID0017,2025/03/17,production_consumption,-140,production_run,PRUN_SID0007_MID0017_012
SMFEID1437,SID0008,MID0022,2025/03/17,production_consumption,-46,production_run,PRUN_SID0008_MID0022_006
SMFEID1438,SID0011,MID0007,2025/03/17,production_consumption,-36,production_run,PRUN_SID0011_MID0007_012
SMFEID1439,SID0011,MID0008,2025/03/17,production_consumption,-66,production_run,PRUN_SID0011_MID0008_012
SMFEID1440,SID0011,MID0020,2025/03/17,production_consumption,-34,production_run,PRUN_SID0011_MID0020_012
SMFEID1441,SID0013,MID0016,2025/03/17,production_consumption,-52,production_run,PRUN_SID0013_MID0016_012
SMFEID1442,SID0015,MID0007,2025/03/17,production_consumption,-116,production_run,PRUN_SID0015_MID0007_012
SMFEID1443,SID0015,MID0020,2025/03/17,production_consumption,-199,production_run,PRUN_SID0015_MID0020_012
SMFEID1444,SID0018,MID0004,2025/03/17,production_consumption,-107,production_run,PRUN_SID0018_MID0004_012
SMFEID1445,SID0018,MID0007,2025/03/17,production_consumption,-16,production_run,PRUN_SID0018_MID0007_012
SMFEID1446,SID0018,MID0020,2025/03/17,production_consumption,-26,production_run,PRUN_SID0018_MID0020_012
SMFEID1447,SID0019,MID0010,2025/03/17,production_consumption,-4,production_run,PRUN_SID0019_MID0010_012
SMFEID1448,SID0020,MID0011,2025/03/17,production_consumption,-7,production_run,PRUN_SID0020_MID0011_003
SMFEID1449,SID0020,MID0014,2025/03/17,production_consumption,-21,production_run,PRUN_SID0020_MID0014_003
SMFEID1450,SID0002,MID0001,2025/03/18,production_consumption,-28,production_run,PRUN_SID0002_MID0001_012
SMFEID1451,SID0004,MID0007,2025/03/18,production_consumption,-53,production_run,PRUN_SID0004_MID0007_012
SMFEID1452,SID0004,MID0020,2025/03/18,production_consumption,-39,production_run,PRUN_SID0004_MID0020_012
SMFEID1453,SID0006,MID0010,2025/03/18,production_consumption,-52,production_run,PRUN_SID0006_MID0010_012
