Order_ID,Material_ID,Supplier_ID,Theoretical_Capacity,Purchase_Quantity,Material_Unit_Price,Order_Create_Date,Order_Delivery_Date,Promised_Delivery_Date,Defective_Quantity,Incoming_Total_Qty,Is_Qualified_Supplier,Is_Returned,Is_Delayed,Delayed_Delivery_Cost
OID0242,MID0015,SID0014,697,374,42.91,2025/05/30,2025/06/08,2025/06/12,1,374,0,0,0,0
OID0243,MID0007,SID0006,867,463,15.11,2025/05/30,2025/06/15,2025/06/11,4,463,1,0,1,21.15
OID0244,MID0005,SID0005,928,497,35.8,2025/05/30,2025/06/08,2025/06/12,1,497,1,0,0,0
OID0245,MID0025,SID0021,319,204,30.62,2025/05/30,2025/06/12,2025/06/10,1,204,1,0,1,21.43
OID0246,MID0016,SID0015,656,403,128.17,2025/05/31,2025/06/13,2025/06/12,1,403,1,0,1,44.86
OID0247,MID0011,SID0010,900,699,29.93,2025/05/31,2025/06/03,2025/06/09,50,0,1,1,0,0
OID0248,MID0023,SID0021,321,187,312.55,2025/05/31,2025/06/14,2025/06/12,0,187,1,0,1,218.78
OID0249,MID0023,SID0021,330,190,312.55,2025/05/31,2025/06/04,2025/06/10,0,190,1,0,0,0
OID0250,MID0001,SID0001,1025,555,239.42,2025/06/01,2025/06/17,2025/06/13,12,555,1,0,1,335.19
OID0251,MID0020,SID0018,478,275,86.26,2025/06/01,2025/06/16,2025/06/15,0,275,0,0,1,30.19
OID0252,MID0023,SID0021,348,188,312.55,2025/06/01,2025/06/04,2025/06/09,0,188,1,0,0,0
OID0253,MID0005,SID0005,935,652,35.8,2025/06/01,2025/06/13,2025/06/12,0,652,1,0,1,12.53
OID0254,MID0008,SID0007,859,498,106.53,2025/06/02,2025/06/11,2025/06/16,1,498,1,0,0,0
OID0255,MID0016,SID0015,641,226,128.17,2025/06/02,2025/06/13,2025/06/12,1,226,1,0,1,44.86
OID0256,MID0012,SID0011,797,538,221.24,2025/06/02,2025/06/08,2025/06/13,4,538,1,0,0,0
OID0257,MID0023,SID0021,337,234,312.55,2025/06/02,2025/06/10,2025/06/12,8,234,1,0,0,0
OID0258,MID0003,SID0003,1174,876,62.12,2025/06/03,2025/06/21,2025/06/17,6,876,1,0,1,86.97
OID0259,MID0008,SID0007,881,628,106.53,2025/06/03,2025/06/10,2025/06/15,3,628,1,0,0,0
OID0260,MID0004,SID0004,1499,607,2,2025/06/03,2025/06/09,2025/06/11,4,607,1,0,0,0
OID0261,MID0005,SID0005,880,579,35.8,2025/06/03,2025/06/14,2025/06/10,0,579,1,0,1,50.12
OID0262,MID0025,SID0021,304,181,30.62,2025/06/04,2025/06/19,2025/06/15,0,181,0,0,1,42.87
OID0263,MID0016,SID0015,636,491,128.17,2025/06/04,2025/06/15,2025/06/12,3,491,1,0,1,134.58
OID0264,MID0005,SID0005,917,768,35.8,2025/06/04,2025/06/18,2025/06/16,0,768,1,0,1,25.06
OID0265,MID0005,SID0005,927,448,35.8,2025/06/04,2025/06/20,2025/06/18,4,448,1,0,1,25.06
OID0266,MID0012,SID0011,791,465,221.24,2025/06/05,2025/06/15,2025/06/14,2,465,1,0,1,77.43
OID0267,MID0008,SID0007,901,443,106.53,2025/06/05,2025/06/18,2025/06/18,3,443,1,0,0,0
OID0268,MID0016,SID0015,608,347,128.17,2025/06/05,2025/06/20,2025/06/17,14,347,1,0,1,134.58
OID0269,MID0025,SID0021,326,265,30.62,2025/06/05,2025/06/13,2025/06/13,10,265,1,0,0,0
OID0270,MID0020,SID0018,488,271,86.26,2025/06/06,2025/06/14,2025/06/18,11,271,1,0,0,0
OID0271,MID0015,SID0014,712,385,42.91,2025/06/06,2025/06/14,2025/06/17,0,385,1,0,0,0
OID0272,MID0007,SID0006,884,381,15.11,2025/06/06,2025/06/17,2025/06/20,1,381,1,0,0,0
OID0273,MID0001,SID0001,1018,358,239.42,2025/06/06,2025/06/16,2025/06/17,1,358,1,0,0,0
OID0274,MID0012,SID0011,699,275,221.24,2025/06/06,2025/06/18,2025/06/15,0,275,1,0,1,232.3
OID0275,MID0012,SID0011,736,435,221.24,2025/06/07,2025/06/15,2025/06/18,2,435,0,0,0,0
OID0276,MID0025,SID0021,319,186,30.62,2025/06/07,2025/06/11,2025/06/15,0,186,0,0,0,0
OID0277,MID0012,SID0011,780,452,221.24,2025/06/07,2025/06/10,2025/06/15,3,452,1,0,0,0
OID0278,MID0007,SID0006,984,761,15.11,2025/06/07,2025/06/13,2025/06/14,0,761,1,0,0,0
OID0279,MID0010,SID0009,1076,480,28.19,2025/06/08,2025/06/15,2025/06/21,2,480,1,0,0,0
OID0280,MID0011,SID0010,921,467,29.93,2025/06/08,2025/06/18,2025/06/20,5,467,0,0,0,0
OID0281,MID0012,SID0011,770,373,221.24,2025/06/08,2025/06/13,2025/06/19,1,373,1,0,0,0
OID0282,MID0005,SID0005,826,561,35.8,2025/06/08,2025/06/11,2025/06/17,2,561,0,0,0,0
OID0283,MID0014,SID0013,873,440,6,2025/06/09,2025/06/16,2025/06/17,0,440,1,0,0,0
OID0284,MID0005,SID0005,810,547,35.8,2025/06/09,2025/06/13,2025/06/18,2,547,1,0,0,0
OID0285,MID0010,SID0009,1016,476,28.19,2025/06/09,2025/06/22,2025/06/22,2,476,0,0,0,0
OID0286,MID0008,SID0007,822,731,106.53,2025/06/09,2025/06/21,2025/06/22,3,731,1,0,0,0
OID0287,MID0003,SID0003,1205,842,62.12,2025/06/10,2025/06/12,2025/06/18,4,842,1,0,0,0
OID0288,MID0003,SID0003,1209,904,62.12,2025/06/10,2025/06/17,2025/06/18,6,904,1,0,0,0
OID0289,MID0003,SID0003,1241,990,62.12,2025/06/10,2025/06/19,2025/06/21,6,990,1,0,0,0
OID0290,MID0003,SID0003,1246,564,62.12,2025/06/10,2025/06/17,2025/06/19,2,564,0,0,0,0
OID0291,MID0025,SID0021,318,114,30.62,2025/06/11,2025/06/16,2025/06/21,1,114,1,0,0,0
OID0292,MID0001,SID0001,1158,868,239.42,2025/06/11,2025/06/20,2025/06/18,2,868,1,0,1,167.59
OID0293,MID0011,SID0010,1030,662,29.93,2025/06/11,2025/06/18,2025/06/22,2,662,1,0,0,0
OID0294,MID0023,SID0021,314,265,312.55,2025/06/11,2025/06/20,2025/06/19,1,265,1,0,1,109.39
OID0295,MID0025,SID0021,348,260,30.62,2025/06/12,2025/06/22,2025/06/25,2,260,1,0,0,0
OID0296,MID0012,SID0011,763,387,221.24,2025/06/12,2025/06/20,2025/06/21,1,387,1,0,0,0
OID0297,MID0016,SID0015,625,361,128.17,2025/06/12,2025/06/22,2025/06/19,3,361,0,0,1,134.58
OID0298,MID0002,SID0002,1416,774,13,2025/06/12,2025/06/22,2025/06/20,4,774,1,0,1,9.1
OID0299,MID0003,SID0003,1129,754,62.12,2025/06/13,2025/06/18,2025/06/22,3,754,1,0,0,0
OID0300,MID0016,SID0015,614,486,128.17,2025/06/13,2025/06/18,2025/06/22,3,486,1,0,0,0
OID0301,MID0008,SID0007,918,425,106.53,2025/06/13,2025/06/20,2025/06/23,3,425,1,0,0,0
OID0302,MID0016,SID0015,586,250,128.17,2025/06/13,2025/06/28,2025/06/25,1,250,1,0,1,134.58
OID0303,MID0005,SID0005,888,440,35.8,2025/06/14,2025/07/01,2025/06/27,0,440,1,0,1,50.12
OID0304,MID0019,SID0021,313,159,6.13,2025/06/14,2025/06/27,2025/06/27,4,159,1,0,0,0
OID0305,MID0025,SID0021,314,202,30.62,2025/06/14,2025/06/22,2025/06/24,1,202,1,0,0,0
OID0306,MID0023,SID0021,325,209,312.55,2025/06/14,2025/06/28,2025/06/24,1,209,0,0,1,437.57
OID0307,MID0008,SID0007,883,610,106.53,2025/06/15,2025/06/19,2025/06/24,3,610,1,0,0,0
OID0308,MID0008,SID0007,922,613,106.53,2025/06/15,2025/06/26,2025/06/28,3,613,1,0,0,0
OID0309,MID0012,SID0011,687,276,221.24,2025/06/15,2025/06/22,2025/06/28,7,276,1,0,0,0
OID0310,MID0008,SID0007,927,479,106.53,2025/06/15,2025/06/18,2025/06/23,1,479,0,0,0,0
OID0311,MID0020,SID0018,509,242,86.26,2025/06/15,2025/06/19,2025/06/22,0,242,1,0,0,0
OID0312,MID0011,SID0010,896,617,29.93,2025/06/16,2025/06/30,2025/06/27,3,617,1,0,1,31.43
OID0313,MID0012,SID0011,757,280,221.24,2025/06/16,2025/06/24,2025/06/25,0,280,1,0,0,0
OID0314,MID0025,SID0021,314,151,30.62,2025/06/16,2025/06/29,2025/06/29,1,151,1,0,0,0
OID0315,MID0023,SID0021,353,187,312.55,2025/06/16,2025/06/25,2025/06/26,1,187,1,0,0,0
OID0316,MID0003,SID0003,1248,935,62.12,2025/06/17,2025/06/29,2025/06/26,2,935,1,0,1,65.23
OID0317,MID0007,SID0006,985,691,15.11,2025/06/17,2025/07/03,2025/06/30,4,691,1,0,1,15.87
OID0318,MID0012,SID0011,734,362,221.24,2025/06/17,2025/07/02,2025/06/28,2,362,1,0,1,309.74
OID0319,MID0023,SID0021,332,157,312.55,2025/06/17,2025/07/01,2025/06/28,0,157,0,0,1,328.18
OID0320,MID0010,SID0009,1122,625,28.19,2025/06/18,2025/07/04,2025/07/02,2,625,1,0,1,19.73
OID0321,MID0012,SID0011,768,427,221.24,2025/06/18,2025/06/24,2025/06/27,1,427,1,0,0,0
OID0322,MID0013,SID0012,761,565,5,2025/06/18,2025/06/25,2025/06/25,15,565,1,0,0,0
OID0323,MID0001,SID0001,1106,496,239.42,2025/06/18,2025/06/30,2025/07/01,14,496,0,0,0,0
OID0324,MID0005,SID0005,876,424,35.8,2025/06/19,2025/06/24,2025/06/26,0,424,1,0,0,0
OID0325,MID0001,SID0001,1041,769,239.42,2025/06/19,2025/06/30,2025/06/27,11,769,1,0,1,251.39
OID0326,MID0010,SID0009,1070,466,28.19,2025/06/19,2025/06/29,2025/06/30,0,466,1,0,0,0
OID0327,MID0008,SID0007,832,747,106.53,2025/06/19,2025/06/26,2025/06/30,0,747,1,0,0,0
OID0328,MID0007,SID0006,984,515,15.11,2025/06/20,2025/06/28,2025/07/04,4,515,1,0,0,0
OID0329,MID0020,SID0018,477,209,86.26,2025/06/20,2025/06/23,2025/06/28,1,209,1,0,0,0
OID0330,MID0010,SID0009,997,818,28.19,2025/06/20,2025/06/29,2025/06/29,4,818,1,0,0,0
OID0331,MID0025,SID0021,336,207,30.62,2025/06/20,2025/06/29,2025/06/27,0,207,1,0,1,21.43
OID0332,MID0016,SID0015,618,416,128.17,2025/06/21,2025/06/30,2025/06/29,1,416,1,0,1,44.86
OID0333,MID0008,SID0007,933,328,106.53,2025/06/21,2025/06/25,2025/07/01,1,328,1,0,0,0
OID0334,MID0003,SID0003,1239,691,62.12,2025/06/21,2025/07/02,2025/06/28,5,691,0,0,1,86.97
OID0335,MID0008,SID0007,918,673,106.53,2025/06/21,2025/07/06,2025/07/02,4,673,1,0,1,149.14
OID0336,MID0005,SID0005,872,606,35.8,2025/06/22,2025/06/28,2025/07/04,1,606,1,0,0,0
OID0337,MID0003,SID0003,1133,460,62.12,2025/06/22,2025/06/28,2025/06/29,2,460,1,0,0,0
OID0338,MID0008,SID0007,808,431,106.53,2025/06/22,2025/06/26,2025/07/01,3,431,1,0,0,0
OID0339,MID0007,SID0006,907,824,15.11,2025/06/22,2025/07/03,2025/06/29,4,824,0,0,1,21.15
OID0340,MID0007,SID0006,907,467,15.11,2025/06/23,2025/07/04,2025/07/04,2,467,1,0,0,0
OID0341,MID0010,SID0009,1052,777,28.19,2025/06/23,2025/07/01,2025/07/07,44,0,1,1,0,0
OID0342,MID0020,SID0018,469,272,86.26,2025/06/23,2025/07/07,2025/07/05,0,272,1,0,1,60.38
OID0343,MID0023,SID0021,351,267,312.55,2025/06/23,2025/06/29,2025/07/05,1,267,0,0,0,0
OID0344,MID0011,SID0010,929,836,29.93,2025/06/24,2025/07/08,2025/07/08,1,836,1,0,0,0
OID0345,MID0016,SID0015,602,444,128.17,2025/06/24,2025/07/02,2025/07/05,1,444,1,0,0,0
OID0346,MID0020,SID0018,534,439,86.26,2025/06/24,2025/07/02,2025/07/04,3,439,0,0,0,0
OID0347,MID0010,SID0009,1021,541,28.19,2025/06/24,2025/06/30,2025/07/04,4,541,1,0,0,0
OID0348,MID0008,SID0007,831,600,106.53,2025/06/24,2025/07/10,2025/07/07,2,600,0,0,1,111.86
OID0349,MID0025,SID0021,301,280,30.62,2025/06/25,2025/07/07,2025/07/03,0,280,1,0,1,42.87
OID0350,MID0001,SID0001,1077,489,239.42,2025/06/25,2025/07/08,2025/07/07,4,489,1,0,1,83.8
OID0351,MID0012,SID0011,684,360,221.24,2025/06/25,2025/07/03,2025/07/09,1,360,1,0,0,0
OID0352,MID0003,SID0003,1224,671,62.12,2025/06/25,2025/07/10,2025/07/06,5,671,1,0,1,86.97
OID0353,MID0020,SID0018,497,191,86.26,2025/06/26,2025/07/09,2025/07/08,0,191,0,0,1,30.19
OID0354,MID0010,SID0009,1041,428,28.19,2025/06/26,2025/07/09,2025/07/06,2,428,1,0,1,29.6
OID0355,MID0025,SID0021,338,175,30.62,2025/06/26,2025/07/06,2025/07/03,8,175,1,0,1,32.15
OID0356,MID0023,SID0021,312,291,312.55,2025/06/26,2025/06/30,2025/07/06,1,291,1,0,0,0
OID0357,MID0008,SID0007,878,417,106.53,2025/06/27,2025/07/14,2025/07/11,0,417,1,0,1,111.86
OID0358,MID0008,SID0007,877,416,106.53,2025/06/27,2025/07/04,2025/07/05,3,416,1,0,0,0
OID0359,MID0011,SID0010,996,553,29.93,2025/06/27,2025/07/06,2025/07/06,1,553,1,0,0,0
OID0360,MID0023,SID0021,301,240,312.55,2025/06/27,2025/07/01,2025/07/05,1,240,1,0,0,0
OID0361,MID0005,SID0005,938,434,35.8,2025/06/28,2025/07/07,2025/07/07,0,434,1,0,0,0
OID0362,MID0012,SID0011,712,374,221.24,2025/06/28,2025/07/14,2025/07/12,7,374,1,0,1,154.87
OID0363,MID0012,SID0011,766,493,221.24,2025/06/28,2025/06/29,2025/07/05,39,0,0,1,0,0
OID0364,MID0008,SID0007,807,303,106.53,2025/06/28,2025/07/05,2025/07/08,1,303,1,0,0,0
OID0365,MID0003,SID0003,1171,481,62.12,2025/06/29,2025/07/14,2025/07/12,21,481,1,0,1,43.48
OID0366,MID0001,SID0001,1008,471,239.42,2025/06/29,2025/07/07,2025/07/13,8,471,1,0,0,0
OID0367,MID0005,SID0005,860,389,35.8,2025/06/29,2025/07/16,2025/07/12,0,389,1,0,1,50.12
OID0368,MID0011,SID0010,914,472,29.93,2025/06/29,2025/07/11,2025/07/08,0,472,1,0,1,31.43
OID0369,MID0012,SID0011,751,370,221.24,2025/06/30,2025/07/05,2025/07/11,3,370,1,0,0,0
OID0370,MID0020,SID0018,478,175,86.26,2025/06/30,2025/07/07,2025/07/10,0,175,1,0,0,0
OID0371,MID0007,SID0006,977,500,15.11,2025/06/30,2025/07/06,2025/07/09,1,500,1,0,0,0
OID0372,MID0010,SID0009,1075,439,28.19,2025/06/30,2025/07/13,2025/07/13,0,439,1,0,0,0
OID0373,MID0012,SID0011,756,352,221.24,2025/07/01,2025/07/13,2025/07/15,2,352,1,0,0,0
OID0374,MID0012,SID0011,748,569,221.24,2025/07/01,2025/07/03,2025/07/08,4,569,1,0,0,0
OID0375,MID0005,SID0005,922,361,35.8,2025/07/01,2025/07/14,2025/07/10,0,361,0,0,1,50.12
OID0376,MID0003,SID0003,1104,646,62.12,2025/07/01,2025/07/10,2025/07/10,5,646,1,0,0,0
OID0377,MID0005,SID0005,925,836,35.8,2025/07/02,2025/07/14,2025/07/11,2,836,1,0,1,37.59
OID0378,MID0016,SID0015,670,549,128.17,2025/07/02,2025/07/16,2025/07/14,4,549,1,0,1,89.72
OID0379,MID0025,SID0021,333,147,30.62,2025/07/02,2025/07/11,2025/07/13,1,147,1,0,0,0
OID0380,MID0004,SID0004,1500,952,2,2025/07/02,2025/07/19,2025/07/16,3,952,1,0,1,2.1
OID0381,MID0008,SID0007,805,589,106.53,2025/07/03,2025/07/08,2025/07/10,4,589,1,0,0,0
OID0382,MID0016,SID0015,633,332,128.17,2025/07/03,2025/07/16,2025/07/16,0,332,1,0,0,0
OID0383,MID0008,SID0007,837,348,106.53,2025/07/03,2025/07/08,2025/07/13,0,348,1,0,0,0
OID0384,MID0015,SID0014,733,602,42.91,2025/07/03,2025/07/11,2025/07/17,46,0,1,1,0,0
OID0385,MID0003,SID0003,1129,792,62.12,2025/07/04,2025/07/08,2025/07/11,5,792,1,0,0,0
OID0386,MID0016,SID0015,638,267,128.17,2025/07/04,2025/07/13,2025/07/15,2,267,0,0,0,0
OID0387,MID0003,SID0003,1116,982,62.12,2025/07/04,2025/07/10,2025/07/15,5,982,1,0,0,0
OID0388,MID0025,SID0021,322,152,30.62,2025/07/04,2025/07/12,2025/07/14,1,152,1,0,0,0
OID0389,MID0012,SID0011,703,421,221.24,2025/07/04,2025/07/19,2025/07/15,0,421,1,0,1,309.74
OID0390,MID0016,SID0015,626,451,128.17,2025/07/05,2025/07/07,2025/07/13,2,451,1,0,0,0
OID0391,MID0008,SID0007,877,351,106.53,2025/07/05,2025/07/17,2025/07/16,2,351,0,0,1,37.29
OID0392,MID0008,SID0007,926,435,106.53,2025/07/05,2025/07/14,2025/07/16,3,435,0,0,0,0
OID0393,MID0011,SID0010,901,435,29.93,2025/07/05,2025/07/15,2025/07/18,1,435,1,0,0,0
OID0394,MID0019,SID0001,1158,529,6.13,2025/07/06,2025/07/14,2025/07/20,0,529,1,0,0,0
OID0395,MID0016,SID0015,654,312,128.17,2025/07/06,2025/07/16,2025/07/16,1,312,1,0,0,0
OID0396,MID0024,SID0020,535,343,4,2025/07/06,2025/07/11,2025/07/13,3,343,1,0,0,0
OID0397,MID0007,SID0006,872,485,15.11,2025/07/06,2025/07/19,2025/07/17,4,485,1,0,1,10.58
OID0398,MID0005,SID0005,933,526,35.8,2025/07/07,2025/07/19,2025/07/21,20,526,1,0,0,0
OID0399,MID0011,SID0010,904,580,29.93,2025/07/07,2025/07/14,2025/07/20,0,580,1,0,0,0
OID0400,MID0015,SID0014,681,248,42.91,2025/07/07,2025/07/13,2025/07/14,2,248,1,0,0,0
OID0401,MID0005,SID0005,874,636,35.8,2025/07/07,2025/07/20,2025/07/17,0,636,1,0,1,37.59
OID0402,MID0023,SID0021,302,120,312.55,2025/07/08,2025/07/19,2025/07/17,0,120,1,0,1,218.78
OID0403,MID0020,SID0018,493,248,86.26,2025/07/08,2025/07/22,2025/07/20,0,248,1,0,1,60.38
OID0404,MID0023,SID0021,313,236,312.55,2025/07/08,2025/07/12,2025/07/18,1,236,0,0,0,0
OID0405,MID0008,SID0007,899,334,106.53,2025/07/08,2025/07/24,2025/07/21,0,334,1,0,1,111.86
OID0406,MID0001,SID0001,1129,994,239.42,2025/07/09,2025/07/15,2025/07/17,5,994,1,0,0,0
OID0407,MID0023,SID0021,346,177,312.55,2025/07/09,2025/07/20,2025/07/18,20,0,1,1,1,218.78
OID0408,MID0003,SID0003,1120,459,62.12,2025/07/09,2025/07/19,2025/07/21,10,459,1,0,0,0
OID0409,MID0015,SID0014,707,407,42.91,2025/07/09,2025/07/16,2025/07/20,0,407,1,0,0,0
OID0410,MID0016,SID0015,592,387,128.17,2025/07/10,2025/07/19,2025/07/23,0,387,0,0,0,0
OID0411,MID0015,SID0014,667,360,42.91,2025/07/10,2025/07/17,2025/07/20,17,360,1,0,0,0
OID0412,MID0016,SID0015,578,316,128.17,2025/07/10,2025/07/20,2025/07/18,0,316,0,0,1,89.72
OID0413,MID0010,SID0009,1057,452,28.19,2025/07/10,2025/07/25,2025/07/22,1,452,1,0,1,29.6
OID0414,MID0012,SID0011,762,695,221.24,2025/07/11,2025/07/20,2025/07/18,6,695,1,0,1,154.87
OID0415,MID0005,SID0005,850,475,35.8,2025/07/11,2025/07/14,2025/07/19,2,475,1,0,0,0
OID0416,MID0025,SID0021,335,167,30.62,2025/07/11,2025/07/18,2025/07/24,0,167,0,0,0,0
OID0417,MID0010,SID0009,1011,454,28.19,2025/07/11,2025/07/18,2025/07/23,2,454,1,0,0,0
OID0418,MID0011,SID0010,960,426,29.93,2025/07/12,2025/07/20,2025/07/19,0,426,1,0,1,10.48
OID0419,MID0010,SID0009,1109,400,28.19,2025/07/12,2025/07/26,2025/07/24,19,400,1,0,1,19.73
OID0420,MID0012,SID0011,792,352,221.24,2025/07/12,2025/07/15,2025/07/21,2,352,1,0,0,0
OID0421,MID0019,SID0021,315,134,6.13,2025/07/12,2025/07/22,2025/07/24,0,134,1,0,0,0
OID0422,MID0023,SID0021,322,161,312.55,2025/07/13,2025/07/24,2025/07/25,1,161,1,0,0,0
OID0423,MID0007,SID0006,973,366,15.11,2025/07/13,2025/07/24,2025/07/22,3,366,1,0,1,10.58
OID0424,MID0007,SID0006,887,673,15.11,2025/07/13,2025/07/22,2025/07/25,45,0,1,1,0,0
OID0425,MID0012,SID0011,755,362,221.24,2025/07/13,2025/07/25,2025/07/23,0,362,1,0,1,154.87
OID0426,MID0003,SID0003,1175,817,62.12,2025/07/13,2025/07/25,2025/07/25,7,817,1,0,0,0
OID0427,MID0011,SID0010,946,730,29.93,2025/07/14,2025/07/15,2025/07/21,0,730,1,0,0,0
OID0428,MID0005,SID0005,907,795,35.8,2025/07/14,2025/07/24,2025/07/25,2,795,1,0,0,0
OID0429,MID0020,SID0018,474,375,86.26,2025/07/14,2025/07/29,2025/07/28,1,375,1,0,1,30.19
OID0430,MID0010,SID0009,1139,784,28.19,2025/07/14,2025/07/25,2025/07/25,3,784,1,0,0,0
OID0431,MID0015,SID0014,708,304,42.91,2025/07/15,2025/07/19,2025/07/25,1,304,0,0,0,0
OID0432,MID0023,SID0021,315,153,312.55,2025/07/15,2025/07/24,2025/07/25,0,153,0,0,0,0
OID0433,MID0012,SID0011,778,353,221.24,2025/07/15,2025/07/25,2025/07/28,1,353,1,0,0,0
OID0434,MID0008,SID0007,830,719,106.53,2025/07/15,2025/07/21,2025/07/23,4,719,0,0,0,0
OID0435,MID0003,SID0003,1215,996,62.12,2025/07/16,2025/07/24,2025/07/24,2,996,1,0,0,0
OID0436,MID0023,SID0021,353,306,312.55,2025/07/16,2025/07/23,2025/07/27,1,306,0,0,0,0
OID0437,MID0023,SID0021,325,240,312.55,2025/07/16,2025/07/21,2025/07/23,2,240,1,0,0,0
OID0438,MID0003,SID0003,1241,450,62.12,2025/07/16,2025/07/18,2025/07/24,4,450,1,0,0,0
OID0439,MID0016,SID0015,581,212,128.17,2025/07/17,2025/07/26,2025/07/29,1,212,1,0,0,0
OID0440,MID0007,SID0006,873,649,15.11,2025/07/17,2025/07/21,2025/07/27,16,649,0,0,0,0
OID0441,MID0023,SID0021,315,144,312.55,2025/07/17,2025/07/26,2025/07/31,1,144,0,0,0,0
OID0442,MID0016,SID0015,581,460,128.17,2025/07/17,2025/07/23,2025/07/26,1,460,1,0,0,0
OID0443,MID0011,SID0010,992,565,29.93,2025/07/18,2025/07/29,2025/07/27,0,565,1,0,1,20.95
OID0444,MID0001,SID0001,1012,749,239.42,2025/07/18,2025/08/01,2025/07/29,4,749,1,0,1,251.39
OID0445,MID0015,SID0014,651,563,42.91,2025/07/18,2025/07/22,2025/07/28,0,563,1,0,0,0
OID0446,MID0008,SID0007,917,399,106.53,2025/07/18,2025/07/29,2025/08/01,2,399,1,0,0,0
OID0447,MID0016,SID0015,648,614,128.17,2025/07/19,2025/07/25,2025/07/30,46,0,0,1,0,0
OID0448,MID0023,SID0021,311,181,312.55,2025/07/19,2025/07/26,2025/07/28,1,181,1,0,0,0
OID0449,MID0023,SID0021,319,174,312.55,2025/07/19,2025/07/30,2025/07/30,1,174,1,0,0,0
OID0450,MID0025,SID0021,304,150,30.62,2025/07/19,2025/07/30,2025/07/30,0,150,0,0,0,0
OID0451,MID0008,SID0007,874,668,106.53,2025/07/20,2025/07/27,2025/07/31,4,668,1,0,0,0
OID0452,MID0007,SID0006,941,438,15.11,2025/07/20,2025/07/22,2025/07/27,3,438,0,0,0,0
OID0453,MID0003,SID0003,1176,687,62.12,2025/07/20,2025/07/28,2025/07/30,4,687,1,0,0,0
OID0454,MID0020,SID0018,506,191,86.26,2025/07/20,2025/07/29,2025/08/03,1,191,0,0,0,0
OID0455,MID0016,SID0015,641,490,128.17,2025/07/21,2025/07/25,2025/07/30,2,490,1,0,0,0
OID0456,MID0012,SID0011,778,610,221.24,2025/07/21,2025/08/03,2025/07/31,2,610,1,0,1,232.3
OID0457,MID0008,SID0007,851,353,106.53,2025/07/21,2025/07/27,2025/07/30,0,353,0,0,0,0
OID0458,MID0015,SID0014,680,554,42.91,2025/07/21,2025/08/06,2025/08/03,1,554,1,0,1,45.06
OID0459,MID0008,SID0007,918,387,106.53,2025/07/22,2025/08/01,2025/08/02,0,387,1,0,0,0
OID0460,MID0001,SID0001,1032,701,239.42,2025/07/22,2025/07/28,2025/08/03,5,701,1,0,0,0
OID0461,MID0003,SID0003,1283,840,62.12,2025/07/22,2025/07/25,2025/07/31,0,840,1,0,0,0
OID0462,MID0015,SID0014,657,430,42.91,2025/07/22,2025/07/30,2025/08/02,3,430,1,0,0,0
OID0463,MID0025,SID0021,323,153,30.62,2025/07/22,2025/08/07,2025/08/04,1,153,1,0,1,32.15
OID0464,MID0001,SID0001,1154,832,239.42,2025/07/23,2025/08/03,2025/08/05,6,832,1,0,0,0
OID0465,MID0007,SID0006,899,653,15.11,2025/07/23,2025/08/02,2025/08/02,1,653,1,0,0,0
OID0466,MID0005,SID0005,932,743,35.8,2025/07/23,2025/07/31,2025/08/01,6,743,1,0,0,0
OID0467,MID0017,SID0016,791,416,7,2025/07/23,2025/07/29,2025/08/01,2,416,1,0,0,0
OID0468,MID0015,SID0014,735,615,42.91,2025/07/24,2025/07/28,2025/08/03,0,615,1,0,0,0
OID0469,MID0016,SID0015,646,383,128.17,2025/07/24,2025/08/01,2025/08/07,0,383,1,0,0,0
OID0470,MID0015,SID0014,680,300,42.91,2025/07/24,2025/08/01,2025/07/31,0,300,1,0,1,15.02
OID0471,MID0005,SID0005,928,617,35.8,2025/07/24,2025/07/31,2025/08/04,2,617,1,0,0,0
OID0472,MID0012,SID0011,787,347,221.24,2025/07/25,2025/08/08,2025/08/06,3,347,1,0,1,154.87
OID0473,MID0016,SID0015,659,372,128.17,2025/07/25,2025/08/05,2025/08/01,2,372,1,0,1,179.44
OID0474,MID0001,SID0001,1027,477,239.42,2025/07/25,2025/08/07,2025/08/04,1,477,1,0,1,251.39
OID0475,MID0023,SID0021,345,155,312.55,2025/07/25,2025/08/04,2025/08/03,1,155,1,0,1,109.39
OID0476,MID0025,SID0021,345,188,30.62,2025/07/26,2025/08/05,2025/08/03,1,188,1,0,1,21.43
OID0477,MID0023,SID0021,342,192,312.55,2025/07/26,2025/07/28,2025/08/03,0,192,1,0,0,0
OID0478,MID0015,SID0014,737,403,42.91,2025/07/26,2025/08/06,2025/08/08,3,403,0,0,0,0
OID0479,MID0016,SID0015,593,242,128.17,2025/07/26,2025/08/06,2025/08/02,0,242,1,0,1,179.44
OID0480,MID0014,SID0013,857,559,6,2025/07/27,2025/08/05,2025/08/08,5,559,1,0,0,0
OID0481,MID0010,SID0009,1148,599,28.19,2025/07/27,2025/08/10,2025/08/07,3,599,1,0,1,29.6
OID0482,MID0003,SID0003,1207,822,62.12,2025/07/27,2025/08/02,2025/08/03,5,822,1,0,0,0
OID0483,MID0012,SID0011,717,551,221.24,2025/07/27,2025/08/03,2025/08/03,0,551,1,0,0,0
OID0484,MID0007,SID0006,937,608,15.11,2025/07/28,2025/08/05,2025/08/11,1,608,1,0,0,0
